steps,seed,time,action,state,area,config_id,reward,frame,experiment.update_freq,experiment.checkpoint,compatibility_mode,experiment.step_duration,filepath,environment.zone,environment.path,experiment.image_save_keys,environment,algorithm
153,0,1744385499.9131255,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422775e+09],"[ 68.875   79.3125 105.75    72.3125  79.8125  83.625   99.5625  55.0625
 119.     126.5     81.1875  85.375   46.125   89.75    63.375   99.0625
 127.4375  38.9375  17.3125  59.125   46.75    51.625   54.9375  40.8125
  62.4375  91.375   62.5625  49.3125  22.5     37.4375  22.25    20.1875
  19.3125  57.0625  54.0625  40.125 ]",4895702158111329364,-0.0013390526305013257,152,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
154,0,1744385502.0911655,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422781e+09],"[ 66.5     82.375  113.125   73.4375  77.875   79.9375 103.875   54.25
 121.8125 122.875   80.4375  85.4375  46.6875  86.625   70.625   99.375
 136.625   38.875   16.875   58.75    48.25    52.6875  56.0625  40.5
  60.      92.1875  41.5     50.625   22.6875  35.4375  21.5     20.875
  22.5     59.5625  53.      46.8125]",4895702158111329364,-0.004594416565025538,153,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
155,0,1744385504.3413103,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422787e+09],"[ 67.      79.75   111.125   74.      78.25    91.5625  97.75    57.0625
 123.125  130.8125  81.9375  86.3125  49.5     91.0625  63.125   99.6875
 132.1875  40.5     16.9375  59.1875  48.5     54.125   56.6875  42.9375
  63.6875  93.125   62.8125  48.4375  22.75    35.4375  44.9375  22.5625
  20.75    58.8125  54.5     47.5   ]",4895702158111329364,0.03552472962513183,154,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
156,0,1744385506.8342698,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422792e+09],"[ 66.8125  81.25   113.1875  73.125   77.6875  83.1875 100.9375  55.625
 120.875  125.6875  80.125   86.1875  45.9375  86.1875  64.8125 102.
 131.      41.75    18.6875  60.25    49.75    54.6875  55.375   41.4375
  60.6875 102.875   58.9375  50.1875  23.1875  37.0625  21.3125  20.875
  20.375   57.      54.9375  46.625 ]",4895702158111329364,-0.016302159524286902,155,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
157,0,1744385509.2379415,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422798e+09],"[ 68.0625  83.6875 109.375   73.6875  76.9375  83.625  101.875   53.875
 119.     123.625   85.6875  85.4375  47.375   89.9375  70.5     98.6875
 136.25    39.5625  25.4375  59.5625  47.4375  52.125   55.6875  42.125
  65.8125  97.1875  64.3125  48.625   25.75    36.8125  21.0625  22.4375
  21.0625  61.75    53.6875  49.0625]",4895702158111329364,0.011195559711551322,156,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
158,0,1744385511.684544,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422804e+09],"[ 66.125   79.75   116.125   73.6875  78.0625  85.0625  99.75    53.9375
 116.625  124.0625  81.625   84.25    48.      87.6875  64.3125  98.875
 135.1875  41.5625  19.875   61.125   47.1875  54.      55.75    42.5625
  64.375   90.6875  62.      49.6875  23.      35.75    41.9375  22.
  22.0625  47.9375  56.4375  47.625 ]",4895702158111329364,-0.010570329909126711,157,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
159,0,1744385514.0351632,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422809e+09],"[ 64.9375  81.75   108.8125  72.8125  75.875   80.5     99.875   54.8125
 122.1875 127.625   89.25    86.1875  45.3125  91.25    62.6875  98.4375
 137.5625  41.3125  16.8125  58.5     47.5     52.8125  56.75    43.125
  63.5     96.3125  42.375   49.4375  22.4375  36.9375  41.125   20.25
  21.0625  64.125   56.6875  46.375 ]",4895702158111329364,0.00045141749722225156,158,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
160,0,1744385516.496906,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422815e+09],"[ 68.75    78.875  114.6875  75.4375  77.25    84.9375  98.8125  56.0625
 121.125  124.9375  82.5     88.75    48.9375  88.375   59.875  100.75
 125.1875  41.625   17.625   62.5625  47.4375  51.6875  57.75    43.25
  60.25    94.1875  61.      49.625   22.1875  37.875   21.6875  19.75
  20.8125  55.      56.      49.6875]",4895702158111329364,-0.000625084744555802,159,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
161,0,1744385519.207962,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.7442282e+09],"[ 69.125   79.375  115.5     75.6875  76.125   86.625   98.1875  53.3125
 114.75   126.      82.6875  80.5625  46.6875  86.625   67.375  102.625
 130.4375  39.4375  16.8125  61.6875  46.8125  51.5625  57.1875  44.1875
  60.375   88.625   61.4375  49.8125  22.8125  36.0625  22.5625  22.6875
  20.5625  55.8125  54.5     40.1875]",4895702158111329364,-0.013391799546256725,160,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
162,0,1744385521.8133254,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422826e+09],"[ 67.875   82.75   111.3125  72.4375  78.625   81.75    99.625   57.25
 122.8125 127.875   88.25    87.6875  45.875   90.      62.375  100.
 130.625   41.      16.5625  60.      48.0625  54.      54.875   42.1875
  59.5     97.1875  41.8125  48.9375  22.375   35.5625  22.5      0.
  21.4375  47.6875  54.125   47.6875]",4895702158111329364,-0.0033143846239018877,161,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
163,0,1744385524.2047505,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422832e+09],"[ 65.625   79.625  112.9375  74.75    75.625   82.5625  99.6875  55.25
 120.     126.875   81.625   87.8125  45.5     86.0625  63.375   99.9375
 129.875   42.3125  16.3125  62.      47.25    53.875   56.5625  42.3125
  60.625  104.3125  43.6875  50.0625  21.875   36.6875  22.8125  21.875
  19.625   55.25    55.9375  48.875 ]",4895702158111329364,0.005845644661319809,162,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
164,0,1744385526.7887144,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422837e+09],"[ 66.125   82.5625 113.5     74.5625  77.4375  80.875  101.75    54.75
 119.5625 126.3125  83.25    82.0625  46.5     92.125   63.75    98.
 125.5     40.8125  20.8125  59.3125  48.0625  53.0625  56.125   41.5625
  63.8125 100.75    43.125   48.6875  21.25    37.8125  22.3125  20.75
  20.9375  55.3125  55.625   49.    ]",4895702158111329364,-0.0004916938727872951,163,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
165,0,1744385529.087866,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422843e+09],"[ 66.6875  80.3125 114.375   73.9375  74.6875  83.6875  97.8125  55.375
 120.875  127.25    83.8125  90.1875  46.5625  93.375   68.3125  98.5
 136.75    42.5625  17.25    60.4375  47.      52.3125  58.1875  42.4375
  60.6875  96.3125  62.6875  48.75    22.875   37.5625  22.0625  20.5
  20.9375  56.625   55.5     50.3125]",4895702158111329364,0.01582268255742747,164,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
166,0,1744385531.113519,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422849e+09],"[ 68.875   82.375  115.5625  77.1875  80.1875  83.3125  98.625   54.875
 121.25   126.375   85.1875  87.125   46.6875  86.1875  65.      98.25
 134.25    40.75    22.375   58.25    47.0625  51.875   56.5625  42.3125
  63.3125  92.875   42.8125  48.6875  21.8125  37.875   38.875   23.
  19.8125  55.1875  52.8125  49.5625]",4895702158111329364,-0.008228686738314079,165,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
167,0,1744385533.243797,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422854e+09],"[ 69.4375  84.5625 113.125   71.25    75.      81.25    97.4375  53.9375
 116.8125 122.125   83.1875  86.9375  49.375   92.5     62.125  101.625
 132.      40.75    16.9375  62.1875  48.25    53.125   58.6875  41.375
  61.5625  87.375   41.1875  47.875   21.375   35.875   43.8125  20.625
  23.4375  57.1875  52.9375  48.0625]",4895702158111329364,-0.002128975956838821,166,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
168,0,1744385535.637831,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.7442286e+09],"[ 67.8125  83.25   113.875   72.625   72.25    84.5    100.9375  53.8125
 123.     124.125   81.5625  87.6875  47.4375  89.5     64.375  100.8125
 133.375   40.125   20.125   60.4375  47.375   53.875   56.5     41.9375
  63.5625  96.3125  64.375   49.75    22.9375  36.9375  23.0625  21.1875
  21.125   55.1875  51.9375  50.25  ]",4895702158111329364,0.005192253509845099,167,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
169,0,1744385537.7149417,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422865e+09],"[ 68.3125  81.75   110.6875  74.5     77.75    83.4375 102.3125  55.3125
 116.1875 126.125   84.5625  84.875   46.25    88.125   63.875  100.6875
 131.875   40.625   16.875   61.0625  49.1875  54.1875  59.0625  42.0625
  58.5625  99.      41.3125  51.3125  22.8125  37.5625  21.1875  21.375
  20.5     60.125   56.      52.1875]",4895702158111329364,-0.000765002235168485,168,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
170,0,1744385539.8847911,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422871e+09],"[ 65.25    84.3125 116.      74.625   79.875   84.125   98.9375  55.375
 120.9375 123.5625  82.375   83.75    47.9375  87.75    65.5    100.625
 130.9375  41.75    17.3125  61.5625  48.8125  53.625   54.5625  43.75
  58.625   99.375   44.3125  49.0625  21.375   36.6875  44.1875  20.9375
  20.125   60.375   54.125   52.    ]",4895702158111329364,0.009106574688451578,169,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
171,0,1744385542.2828724,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422876e+09],"[ 68.4375  85.75   114.75    76.0625  74.125   84.1875 101.9375  55.0625
 119.3125 125.4375  84.4375  85.5625  46.125   94.0625  61.5     97.375
 129.875   42.4375  24.875   61.25    47.875   54.5625  54.625   41.9375
  61.8125  99.9375  62.      49.4375  22.375   35.9375  42.6875  21.0625
  21.9375  57.875   53.3125  48.1875]",4895702158111329364,0.008375043620629893,170,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
172,0,1744385544.5144217,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422882e+09],"[ 66.      81.6875 115.625   74.      80.5625  86.6875 101.6875  54.
 120.4375 125.75    82.0625  89.      48.375   88.3125  61.5625  99.25
 132.75    41.625   17.1875  58.875   47.625   52.8125  56.0625  43.5625
  62.1875  88.3125  61.6875  50.      23.5625  35.8125  21.25    21.4375
  22.75    57.3125  52.625   49.1875]",4895702158111329364,-0.01880375051394532,171,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
173,0,1744385546.7666466,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422888e+09],"[ 64.      81.8125 114.6875  72.75    77.25    83.5625 100.75    55.
 116.0625 128.625   82.375   86.      46.5     87.3125  63.6875  97.0625
 128.625   40.4375  16.25    59.4375  48.8125  53.625   57.75    41.9375
  63.125  101.      41.5     49.875   23.0625  37.4375  23.75    18.5
  22.3125  58.5     54.6875  49.6875]",4895702158111329364,-0.008288954830216886,172,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
174,0,1744385548.2367682,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422895e+09],"[ 0.     83.9375 81.4375 54.125  51.6875 60.5    75.9375  0.      0.
 81.625  57.75   65.625   0.     63.125   0.     44.25   88.8125 26.875
  0.4375 36.     35.875  36.4375 32.625  28.9375 47.25   63.6875 46.3125
 38.6875 20.4375 31.6875 31.      0.     15.25   42.6875 45.25   36.375 ]",4895702158111329364,-0.6052799529023791,173,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
175,0,1744385550.5652514,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422901e+09],"[ 63.9375  85.6875 115.1875  71.4375  86.0625  78.25    88.9375  56.4375
 112.5625 131.25    78.6875  85.375   46.125   89.4375  63.125   98.4375
 125.25    38.5625  20.1875  59.0625  47.8125  50.4375  55.875   44.1875
  23.1875  84.3125  60.5     48.25    24.9375  37.5625  22.      18.0625
  23.125   44.75    51.0625  35.625 ]",4895702158111329364,0.5623653887556418,174,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
176,0,1744385552.6327434,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422908e+09],"[ 63.6875  79.6875 118.375   72.4375  74.6875  79.375  106.0625  57.8125
 112.9375 121.75    79.8125  86.25    50.6875  85.8125  64.3125  66.875
 121.1875  39.8125  12.6875  43.6875  48.875   53.3125  51.8125  44.25
  22.375   83.75    60.25    49.375   23.5     39.9375  22.1875  18.3125
  22.625   60.      53.5     41.6875]",4895702158111329364,-0.008390133402217823,175,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
177,0,1744385554.706174,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422915e+09],"[ 65.25    82.0625 116.125   68.25    76.875   81.8125 101.5625  54.4375
 104.5    117.3125  82.9375  89.125   49.625   90.5625  58.      95.625
 136.5625  41.5625  19.125   57.25    47.25    50.875   53.75    43.0625
  44.5     95.875   61.375   51.4375  24.9375  39.5     19.75    19.25
  30.375   48.5625  56.      44.1875]",4895702158111329364,0.04516673547574144,176,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
178,0,1744385557.0811527,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422922e+09],"[ 71.      81.8125 115.9375  68.75    89.25    77.375   95.      44.25
 113.1875 124.625   83.125   80.5     46.1875  97.8125  56.4375  65.875
 133.6875  36.8125  25.5     64.1875  49.3125  54.875   59.75    44.1875
  26.375   86.625   60.5625  50.5625  22.9375  39.875   41.4375  23.6875
   0.      59.0625  52.9375  42.5   ]",4895702158111329364,-0.02021139593978888,177,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
179,0,1744385559.3127093,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422929e+09],"[ 67.      79.75   114.3125  77.6875  77.375   74.6875  96.375   48.5
 121.     128.1875  83.3125  83.4375  51.4375  87.9375  63.9375  67.625
 132.875   41.0625  19.875   40.5     47.1875  51.875   55.5     43.5625
  71.5625  86.4375  63.25    52.4375  22.4375  40.3125  38.25    22.8125
  22.4375  42.1875  51.25    38.    ]",4895702158111329364,-0.002319587988053648,178,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
180,0,1744385561.354938,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422936e+09],"[ 73.9375  52.8125 116.25    77.5     81.625   91.25    99.875   54.9375
 117.1875 125.0625  79.875   87.4375  46.875   93.625   70.375   98.625
 130.5625  40.125   19.125   57.      45.9375  51.5625  55.5     43.125
  69.4375  84.      64.      53.      25.9375  39.75    21.375   20.75
   0.      54.1875  58.3125  40.5   ]",4895702158111329364,0.03909849096114307,179,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
181,0,1744385563.6058931,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422942e+09],"[ 67.375   49.375  107.      71.4375  76.      80.75   104.625   53.9375
 118.8125 120.75    81.75    81.      52.3125  88.9375  57.      99.8125
 128.9375  38.9375  19.75    59.3125  47.6875  51.5     51.9375  42.3125
  25.      95.4375  61.875   50.9375  23.9375  39.6875  54.3125  15.625
   0.      58.3125  53.4375  44.5   ]",4895702158111329364,-0.029244112233041925,180,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
182,0,1744385565.7085335,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422949e+09],"[ 66.9375  48.125  116.5     69.8125  78.625   76.875  105.75    52.
 104.6875 124.125   84.8125  86.3125  49.6875  98.375   60.75    65.5
 146.125   42.75    19.125   59.8125  46.5625  51.1875  51.625   41.125
  27.0625  87.      60.25    49.625   23.0625  39.375   21.625   21.9375
  24.5625  49.75    51.875   41.875 ]",4895702158111329364,-0.04260316593703326,181,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
183,0,1744385567.819187,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422956e+09],"[ 60.3125  50.0625 118.75    69.875   75.8125  81.125  101.375   50.25
 113.4375 129.0625  82.375   89.5     46.5     88.9375  52.1875  95.1875
 140.5     39.0625  21.8125  60.3125  47.625   51.4375  57.1875  41.3125
  71.25    80.625   62.0625  50.625   26.5625  41.1875  46.4375  18.5625
   0.      59.25    55.0625  48.    ]",4895702158111329364,0.05143377851307629,182,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
184,0,1744385569.9593728,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422962e+09],"[ 59.6875  76.8125 104.4375  69.5625  75.25    73.25   103.6875  53.75
 119.1875 130.375   82.5     87.5     45.     102.75    64.25    65.9375
 131.75    45.5     16.3125  64.0625  47.1875  55.75    53.25    43.5
  42.125   81.9375  60.8125  49.      22.6875  40.0625  43.25    23.375
  25.1875  52.8125  53.75    44.375 ]",4895702158111329364,-0.010093761075702168,183,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
185,0,1744385572.570969,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422969e+09],"[ 69.4375  51.75   109.      71.5625  76.1875  72.625   92.4375  61.875
 111.875  113.5625  77.75    81.375   50.75    85.875   66.5     92.125
 130.      42.      19.3125  41.5     50.375   54.4375  53.5625  42.4375
  24.1875  82.0625  62.75    52.6875  25.0625  41.625   18.25    19.875
  23.5625  60.75    54.875   40.75  ]",4895702158111329364,-0.03395165868483114,184,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
186,0,1744385575.0250366,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422976e+09],"[ 63.75    83.375  114.4375  67.625   74.125   81.25   100.1875  49.8125
  98.375  118.625   84.1875  85.875   47.25    86.8125  59.      65.1875
 133.8125  44.625   17.875   58.8125  48.125   51.9375  53.5     43.625
  64.1875  86.875   63.3125  50.      25.8125  42.125   40.9375  21.5625
  22.375   46.5625  50.625   42.8125]",4895702158111329364,0.03243997835611943,185,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,1,/data/plant-rl/online/E6/P3/Spreadsheet-1/z1,*,P3,Spreadsheet1
