steps,seed,time,action,state,area,config_id,reward,frame,experiment.update_freq,experiment.checkpoint,compatibility_mode,experiment.step_duration,filepath,environment.zone,environment.path,experiment.image_save_keys,environment,algorithm
120,0,1744385432.7019033,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422826e+09],"[ 59.75    26.4375  51.5625  78.625   48.375   73.0625  67.25   141.1875
  47.4375  47.375   25.125   69.8125  60.6875  65.8125  66.875   63.875
  46.6875  29.0625  65.8125  54.0625  51.625   59.0625  51.8125  90.75
  97.4375  53.6875 124.125  116.625   67.5625  67.75    83.75    58.6875
  68.6875  76.25    64.75    91.1875]",-1903880757025051760,-0.0065539165393132415,119,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
121,0,1744385434.7689698,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422832e+09],"[ 62.9375  27.375   53.625   79.375   48.3125  72.8125  69.5625 140.5
  47.75    45.5625  24.9375  69.625   60.0625  66.4375  67.875   62.1875
  47.625   30.8125  65.25    56.1875  47.0625  55.75    48.625   92.375
  94.375   53.25   127.3125 114.0625  67.1875  70.3125  87.25    61.1875
  70.9375  79.9375  64.75    91.75  ]",-1903880757025051760,0.007756547075764785,120,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
122,0,1744385436.8006186,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422839e+09],"[ 61.25    28.6875  52.6875  80.3125  49.0625  73.5625  67.625  140.1875
  47.625   47.125   26.25    65.3125  62.0625  65.9375  67.      59.25
  48.3125  30.4375  66.      56.      46.625   56.      53.375   90.75
  96.75    52.4375 129.9375 115.8125  67.25    70.3125  94.9375  60.5
  70.125   79.      65.5625  89.4375]",-1903880757025051760,-0.000652584784066411,121,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
123,0,1744385438.7540317,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422845e+09],"[ 62.125   27.9375  52.      80.875   47.75    73.875   67.3125 138.625
  47.3125  45.125   26.5     66.875   64.0625  64.125   68.      59.25
  47.0625  28.25    65.6875  56.      48.9375  58.4375  52.3125  93.875
  98.8125  52.625  124.5625 117.6875  67.9375  71.5625  88.4375  60.5
  70.625   77.5625  64.75    91.25  ]",-1903880757025051760,0.0012706093273053827,122,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
124,0,1744385440.78356,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422852e+09],"[ 61.625   27.5625  52.      83.75    48.75    72.6875  69.25   141.8125
  48.4375  44.5625  25.875   69.6875  60.75    66.3125  66.875   59.1875
  47.375   28.25    65.875   57.0625  43.9375  59.9375  52.6875  94.1875
  97.5625  54.3125 124.125  118.875   67.375   70.25    82.125   60.0625
  70.5     77.125   67.4375  90.5   ]",-1903880757025051760,-0.0002402649578134387,123,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
125,0,1744385443.0411222,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422858e+09],"[ 61.      27.3125  52.375   79.6875  49.125   72.75    68.375  137.9375
  49.4375  44.4375  25.0625  70.1875  63.6875  65.625   65.8125  61.5
  47.625   28.8125  65.375   57.25    46.1875  61.625   48.375   94.0625
  96.125   51.6875 127.8125 114.25    67.9375  69.4375  83.      62.
  69.1875  81.0625  65.875   91.3125]",-1903880757025051760,0.000480472195311009,124,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
126,0,1744385445.0474806,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422864e+09],"[ 61.375   28.1875  53.6875  79.3125  48.9375  75.375   67.3125 140.1875
  46.875   46.875   25.9375  67.9375  60.5     65.625   66.375   61.375
  46.1875  29.1875  66.8125  56.1875  46.8125  60.0625  53.4375  94.
  93.75    52.75   120.4375 114.0625  68.25    70.6875  84.8125  60.8125
  70.0625  75.375   64.8125  88.4375]",-1903880757025051760,-0.003815876778058638,125,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
127,0,1744385447.117061,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422871e+09],"[ 61.5     27.75    52.8125  81.125   48.125   74.625   66.0625 140.
  47.75    46.375   27.5625  66.9375  59.6875  65.0625  65.1875  58.875
  47.125   30.6875  65.8125  57.4375  46.5     59.5625  55.1875  96.4375
  95.75    53.     124.25   117.375   67.5625  69.625   84.25    61.375
  74.25    77.9375  65.6875  90.375 ]",-1903880757025051760,0.002511170227900632,126,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
128,0,1744385449.1528945,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],[1.74422877e+09],"[ 59.5625  27.3125  51.8125  78.875   50.1875  73.875   67.6875 141.625
  46.9375  45.125   25.375   69.3125  61.5625  64.9375  67.125   60.75
  46.625   30.625   66.      54.6875  51.875   59.875   50.      94.6875
  97.4375  51.25   125.4375 116.375   68.25    67.375   89.125   60.4375
  72.1875  80.5625  66.75    90.5625]",-1903880757025051760,0.002024984902354482,127,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
129,0,1744385451.1213906,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422884e+09],"[ 61.9375  27.25    52.8125  78.4375  48.8125  76.9375  68.375  140.125
  49.9375  46.      25.3125  70.5     66.0625  67.8125  66.625   63.8125
  46.8125  30.5625  65.375   57.375   46.125   59.      51.875   95.5
  96.3125  52.25   130.125  118.3125  68.1875  73.5625  84.4375  60.5625
  69.6875  77.375   65.75    89.8125]",-1903880757025051760,0.007038079538157925,128,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
130,0,1744385453.100547,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422891e+09],"[ 50.625   23.6875  46.8125  69.875   45.      68.9375  61.5625 119.3125
  44.25    40.0625  22.6875  59.875   61.1875  54.125   60.75    53.
  43.0625  18.5     53.75    47.8125  30.3125  55.6875  44.375   80.1875
  84.25    39.5625 110.      95.875   60.75    53.625   69.375   54.875
  59.0625  65.875   54.375   70.6875]",-1903880757025051760,-0.15661364992196827,129,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
131,0,1744385455.0474203,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.744229e+09],"[49.375  15.     44.1875 63.3125 38.375  48.125  51.1875 90.875  34.1875
 37.75   20.0625 53.9375 57.375  52.5    49.1875 48.6875 42.6875 16.6875
 43.1875 38.5625 35.     38.625  32.875  77.75   69.6875 28.5625 96.5625
 86.625  48.3125 45.5    53.1875 44.625  42.125  49.4375 34.375  66.1875]",-1903880757025051760,-0.17806402810641078,130,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
132,0,1744385456.9444745,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422908e+09],"[45.375  18.0625 45.3125 59.8125 34.9375 45.625  51.8125 91.9375 32.9375
 34.125  19.5    49.375  56.875  47.5625 54.0625 52.5625 42.625  15.375
 45.625  36.8125 33.0625 47.875  29.3125 71.5625 69.     32.0625 87.75
 82.625  50.8125 37.125  54.375  40.4375 38.75   45.6875 39.5625 58.625 ]",-1903880757025051760,-0.022925394519957575,131,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
133,0,1744385458.9146307,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422918e+09],"[19.9375 16.75   43.5    60.875  39.1875 55.375  51.6875 89.75   36.8125
 31.875  19.375  51.     51.     48.875  52.9375 49.0625 41.625  16.3125
 38.9375 39.4375 32.5625 40.5    32.4375 67.3125 76.8125 29.1875 91.375
 92.     55.5625 39.5    59.8125 47.0625 49.75   59.     45.3125 57.0625]",-1903880757025051760,0.01887021134602067,132,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
134,0,1744385460.9695587,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422927e+09],"[34.4375 14.75   42.3125 57.375  34.9375 53.125  50.4375 84.1875 33.9375
 37.1875 17.5625 44.8125 48.5    47.0625 45.875  43.875  40.125  14.125
 56.5625 47.     31.9375 42.6875 42.0625 85.     72.625  31.8125 94.125
 83.1875 54.875  47.4375 70.75   43.6875 45.6875 46.     42.6875 58.25  ]",-1903880757025051760,0.006861016536222397,133,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
135,0,1744385462.9607089,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422937e+09],"[42.25   16.5    47.4375 55.9375 39.25   52.125  54.75   94.3125 33.125
 36.1875 19.375  52.125  55.6875 51.875  51.75   48.3125 41.75   14.75
 35.3125 40.9375 42.125  41.0625 34.     75.8125 73.6875 23.0625 89.625
 85.     47.25   49.     51.0625 38.1875 32.875  49.625  30.5    50.8125]",-1903880757025051760,-0.02870627739765366,134,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
136,0,1744385464.6987453,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422945e+09],"[19.0625 11.9375 40.625  49.9375 34.5625 45.0625 53.1875 75.875  29.5
 33.     17.375  43.875  55.5    49.25   46.375  43.     41.0625 15.25
 41.25   43.5625 30.6875 52.75   37.0625 87.75   78.     37.5625 97.8125
 93.9375 59.0625 55.6875 51.25   48.6875 48.1875 52.125  43.4375 66.875 ]",-1903880757025051760,0.023183959683687683,135,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
137,0,1744385466.6319847,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422953e+09],"[ 20.9375  16.3125  42.625   52.9375  38.625   53.4375  49.3125  86.6875
  34.375   33.6875  17.5625  45.0625  51.      51.375   43.5     46.3125
  32.625   13.75    52.5     44.3125  27.875   51.8125  37.5625  74.4375
  64.375   28.3125 104.6875  70.      51.625   56.875   64.75    46.75
  41.5     44.625   37.125   59.    ]",-1903880757025051760,-0.01938007775660119,136,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
138,0,1744385468.4226472,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422962e+09],"[43.0625 13.1875 42.6875 52.4375 33.5625 46.8125 49.625  84.1875 32.8125
 31.125  19.4375 45.4375 54.3125 47.5    50.75   47.     34.3125 12.9375
 45.625  40.     41.3125 43.4375 31.1875 70.3125 68.75   25.5625 89.0625
 79.4375 51.375  39.8125 56.5    44.5    40.0625 42.4375 35.8125 49.4375]",-1903880757025051760,-0.033408361051973735,137,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
139,0,1744385470.322366,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422971e+09],"[ 46.8125  21.375   45.375   56.6875  36.5625  55.1875  51.1875  95.3125
  37.375   35.625   20.375   48.9375  47.875   47.375   55.4375  48.4375
  38.3125  12.5     45.3125  42.4375  35.0625  49.      44.75    79.625
  75.9375  41.9375 101.75    90.125   57.4375  55.6875  99.6875  46.3125
  73.6875  58.5625  53.75    63.    ]",-1903880757025051760,0.14695112783198339,138,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
140,0,1744385472.1051443,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.7442298e+09],"[41.875   8.5625 44.125  53.4375 32.3125 50.3125 49.3125 84.875  30.6875
 32.5625 17.375  50.25   52.3125 49.     47.875  51.75   35.125  14.875
 45.9375 42.4375 35.4375 50.4375 33.625  87.     66.625  28.     90.625
 91.0625 51.     45.0625 60.5625 47.8125 47.     54.9375 40.3125 60.9375]",-1903880757025051760,-0.0988898322427798,139,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
141,0,1744385473.7669733,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422989e+09],"[20.4375 11.375  37.6875 58.25   37.5    47.1875 45.5625 62.875  31.3125
 31.875  17.375  44.375  45.0625 43.8125 45.4375 46.5625 39.3125 13.5
 37.9375 40.6875 26.875  40.125  31.75   67.75   68.3125 24.25   84.875
 71.25   52.1875 45.625  41.5625 47.4375 40.     44.3125 36.25   43.75  ]",-1903880757025051760,-0.10798238902110001,140,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
142,0,1744385475.6456556,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74422999e+09],"[18.75   16.5    39.9375 59.8125 33.875  49.625  56.3125 82.5625 31.875
 40.5625 19.625  52.     54.0625 53.0625 48.125  51.375  38.     24.875
 31.75   37.1875  8.125  50.3125 27.0625 58.5    64.9375 23.0625 71.6875
 63.625  44.6875 31.375  49.6875 43.5    40.6875 40.5    29.3125 49.4375]",-1903880757025051760,0.017795666451817932,141,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
143,0,1744385477.3433454,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423009e+09],"[48.6875 18.9375 43.5625 53.25   35.5625 50.     43.1875 87.8125 30.5
 32.375  17.3125 45.125  47.5    46.3125 45.     43.875  34.25   14.0625
 35.6875 40.0625  7.4375 40.     30.75   64.9375 63.875  23.5625 80.4375
 70.1875 48.9375 40.6875 53.625  45.0625 41.75   35.8125 35.3125 50.3125]",-1903880757025051760,-0.004999643614962955,142,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
144,0,1744385479.2486587,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423017e+09],"[18.3125 13.3125 43.5    54.75   34.     50.0625 52.9375 88.5    38.3125
 36.9375 19.5    49.25   51.5    51.75   54.     50.375  37.875  14.1875
 29.3125 41.875  31.8125 48.5625 26.125  60.5625 68.125  26.5    86.5625
 68.625  48.875  41.0625 48.     44.8125 37.5    45.875  28.25   47.375 ]",-1903880757025051760,0.022638359446357184,143,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
145,0,1744385481.0058575,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423026e+09],"[44.375  19.5625 40.625  54.5625 38.25   51.375  54.3125 86.875  31.5
 35.3125 21.     48.6875 53.1875 51.8125 48.75   46.0625 33.     13.0625
 41.     39.125  34.125  41.625  44.25   89.1875 68.625  29.75   99.1875
 83.3125 51.25   62.5    71.4375 55.1875 31.25   44.9375 42.875  58.0625]",-1903880757025051760,0.08404772878232428,144,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
146,0,1744385482.9028192,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423036e+09],"[21.875  12.625  39.25   57.4375 37.125  50.75   51.125  90.875  32.0625
 31.     20.125  52.25   50.6875 54.     53.75   50.5    37.5    17.1875
 36.125  37.5625  9.5625 40.1875 20.875  59.6875 69.4375 17.5    86.5625
 80.8125 45.875  29.6875 52.0625 39.875  28.3125 44.375  30.     47.625 ]",-1903880757025051760,-0.1347302061463407,145,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
147,0,1744385484.5916264,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423046e+09],"[21.875  14.875  42.375  60.625  36.625  53.9375 50.375  87.25   35.9375
 36.5625 19.625  49.6875 57.875  46.625  49.75   49.4375 33.8125 14.875
 35.875  38.6875 32.25   38.875  26.5625 85.0625 72.75   22.3125 89.875
 83.5    54.875  41.125  54.8125 43.9375 33.875  51.875  34.1875 56.625 ]",-1903880757025051760,0.07565986612606908,146,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
148,0,1744385486.7429821,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423055e+09],"[45.25   12.     39.6875 54.625  33.3125 46.1875 47.9375 83.125  34.125
 28.125  16.9375 41.5625 49.8125 49.75   43.8125 45.75   37.875  16.875
 36.5    39.4375 33.9375 45.9375 18.6875 66.125  67.     30.5    89.0625
 76.9375 54.4375 40.125  53.6875 42.5    51.8125 53.5    41.5625 55.125 ]",-1903880757025051760,0.0006035855318605399,147,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
149,0,1744385488.507572,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423064e+09],"[46.375  17.125  37.9375 48.1875 30.25   50.3125 44.25   97.8125 33.375
 28.25   16.6875 52.375  44.0625 43.0625 52.6875 48.3125 33.3125 13.
 35.25   33.375   7.6875 43.25   30.6875 62.5    68.875  28.375  86.625
 87.875  54.625  41.0625 53.5    40.6875 19.4375 39.8125 37.1875 51.    ]",-1903880757025051760,-0.06607107872574682,148,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
150,0,1744385490.511864,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423072e+09],"[ 43.875   13.75    46.75    58.25    35.      51.4375  52.6875  87.6875
  34.375   39.5     19.9375  54.3125  55.375   53.125   55.9375  47.625
  32.5625  15.3125  39.625   46.3125  25.9375  44.625   24.5     70.75
  69.6875  29.     105.375   77.6875  50.5     36.875   56.25    41.5625
  50.8125  47.1875  36.5625  48.    ]",-1903880757025051760,0.0982735793326206,149,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
151,0,1744385492.1892002,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423081e+09],"[17.5    12.25   36.5    48.6875 29.5625 47.8125 41.8125 69.5    29.625
 23.4375 14.3125 43.5625 45.125  46.125  44.625  44.4375 32.625  15.3125
 34.5625 30.5625 14.75   43.     31.125  66.625  74.75   27.625  84.4375
 74.1875 52.1875 42.5    48.3125 40.8125 36.5625 45.25   32.25   49.875 ]",-1903880757025051760,-0.142763989553637,150,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
152,0,1744385494.184241,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.7442309e+09],"[ 46.9375  11.3125  42.3125  57.5     40.4375  51.875   50.125   91.4375
  34.25    33.25    20.625   51.6875  56.5625  51.75    40.75    46.9375
  36.0625  13.625   33.8125  46.75    23.875   40.3125  29.4375  78.25
  67.      24.4375 109.125   80.5     51.5625  35.6875  56.625   41.5
  38.625   42.75    28.9375  53.5   ]",-1903880757025051760,0.1012664664885064,151,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
153,0,1744385495.9407876,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423099e+09],"[41.375  17.875  48.     51.875  35.125  52.375  51.125  78.4375 37.375
 30.5    18.6875 44.     50.4375 47.875  43.5625 41.875  33.8125 10.
 36.625  47.9375 33.375  43.75   39.625  77.8125 72.625  28.75   84.5
 80.6875 53.375  44.     54.75   42.625  50.25   39.     36.25   62.1875]",-1903880757025051760,0.02748233889894241,152,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
154,0,1744385497.7969673,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423108e+09],"[40.9375  6.875  32.4375 52.125  34.875  39.6875 42.5625 83.125  29.6875
 25.3125 14.8125 43.25   33.375  36.875  45.     44.25   28.8125 13.8125
 40.625  37.375  24.4375 52.6875 33.     58.3125 76.0625 34.125  96.625
 81.125  52.3125 48.75   74.8125 45.0625 43.25   50.0625 35.875  52.125 ]",-1903880757025051760,-0.0636910550748608,153,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
155,0,1744385499.8303847,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423117e+09],"[45.375  16.5    38.0625 55.4375 33.3125 52.0625 53.625  91.5    33.75
 32.5    20.0625 48.0625 38.6875 45.25   48.5    43.6875 36.375  11.25
 42.0625 40.6875 27.875  40.375  29.75   75.0625 75.8125 28.75   80.5625
 83.     55.5625 36.875  77.9375 46.     41.8125 51.9375 44.5    53.25  ]",-1903880757025051760,0.06482496106540016,154,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
156,0,1744385501.687281,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423126e+09],"[38.75   11.0625 45.125  51.0625 32.5    39.875  42.375  83.5625 27.0625
 27.4375 19.6875 44.125  45.     50.875  43.6875 48.5625 35.1875 12.3125
 39.375  39.     28.375  42.0625 28.8125 61.5625 65.5625 29.9375 89.5
 79.625  58.0625 38.1875 57.1875 44.75   36.5    47.3125 38.4375 55.3125]",-1903880757025051760,-0.06324898503376727,155,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
157,0,1744385503.407076,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423134e+09],"[40.5625 12.6875 41.625  37.25   33.75   47.25   45.875  77.3125 32.9375
 30.625  18.375  45.625  45.3125 51.     55.4375 43.3125 36.625  15.5
 41.125  43.1875 28.4375 44.875  31.375  75.875  68.75   29.625  85.75
 70.375  53.1875 33.6875 50.4375 41.0625 34.5625 41.625  40.25   51.4375]",-1903880757025051760,0.002466634468216587,156,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
158,0,1744385505.5358438,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423144e+09],"[44.0625 17.     42.4375 54.1875 36.3125 54.75   51.4375 87.9375 33.9375
 36.6875 21.0625 53.8125 57.6875 52.5    47.875  50.9375 41.     13.125
 35.5625 41.5    37.     44.9375 24.875  70.1875 68.75   22.375  93.9375
 82.125  45.1875 44.625  68.9375 43.125  31.25   46.375  24.375  39.9375]",-1903880757025051760,0.050430470365147986,157,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
159,0,1744385507.5041635,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423153e+09],"[37.3125  9.     42.625  51.0625 31.1875 43.0625 41.125  78.125  28.75
 29.875  18.4375 48.25   53.0625 45.75   41.375  40.5625 35.5625 12.8125
 32.9375 36.8125 17.625  41.5    24.75   62.     62.25   25.875  81.8125
 73.0625 46.8125 30.25   59.4375 40.75   27.75   38.6875 35.125  49.9375]",-1903880757025051760,-0.11099426209185076,158,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
160,0,1744385509.259329,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423162e+09],"[ 18.8125  10.75    45.8125  61.75    34.5     46.125   50.6875  79.3125
  29.9375  32.3125  16.75    45.5625  49.8125  45.5     52.      48.5625
  34.25    14.      39.      36.4375  25.6875  41.0625  22.6875  60.3125
  63.5     26.875  106.125   78.75    50.6875  36.1875  54.      42.5625
  40.375   39.125   31.625   51.625 ]",-1903880757025051760,0.046033313664235714,159,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
161,0,1744385511.3410492,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.74423171e+09],"[17.875   9.25   37.625  48.9375 29.875  46.3125 45.375  74.4375 26.5625
 28.375  16.75   42.     49.125  45.5    49.4375 48.875  28.5625 11.5625
 31.75   34.4375 26.75   34.0625 25.375  91.1875 67.0625 23.625  82.5
 73.375  46.625  32.25   47.4375 39.4375 28.4375 38.75   27.9375 43.1875]",-1903880757025051760,-0.09016112853001085,160,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
162,0,1744385513.0810087,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],[1.7442318e+09],"[41.5     9.25   44.4375 40.8125 33.8125 51.1875 46.0625 80.875  28.75
 32.875  17.125  41.3125 45.5625 52.375  47.4375 47.5625 36.6875 14.625
 32.5    38.625  29.4375 41.875  14.9375 58.25   57.8125 27.125  84.4375
 67.875  46.8125 33.5    52.1875 36.375  27.8125 32.75   23.625  43.5625]",-1903880757025051760,0.0371904336325988,161,1,0,0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,6,/data/plant-rl/online/E6/P3/Spreadsheet-6/z6,*,P3,Spreadsheet6
