steps,frame,state,reward,area,time,config_id,seed,action,experiment.step_duration,experiment.update_freq,filepath,environment.zone,compatibility_mode,environment,algorithm
69,68,[1.74418151e+09],0.0021701590852332277,"[186.1875 129.0625 126.375  167.75    97.5    160.6875 132.4375 188.25
 162.8125 136.875  167.0625 233.     194.9375 130.625  149.875  201.1875
 140.8125 218.3125 112.8125 116.0625 124.375  158.125  154.25   118.9375
 111.125  121.5    145.     115.     145.     115.6875 154.9375 101.875
 144.1875 127.8125 147.75   140.125 ]",1744181541.7208767,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
70,69,[1.74418181e+09],-0.019924928890683903,"[200.625  100.9375  86.125  163.9375 138.1875 151.875  133.9375 169.0625
 107.25   118.1875 134.75   248.3125 142.1875 117.25   130.8125 116.125
 137.     149.0625 117.125  111.0625 116.1875 130.4375 150.125  125.9375
 191.9375 121.1875 146.625  150.4375 148.8125 158.9375 143.5    204.8125
 140.6875 164.5    157.5    154.125 ]",1744181840.7997236,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
71,70,[1.74418211e+09],-0.04391469002103002,"[217.25    86.      93.6875 153.     125.75   164.8125 120.75   147.9375
 132.3125 138.     129.25   209.8125 144.625  160.375  146.375  109.9375
 128.625  153.5625 103.75   118.9375 121.375  114.8125 187.8125 135.625
 113.     120.75    73.875  113.0625 122.125  166.4375 140.125  160.875
 141.75   105.125  177.0625 130.375 ]",1744182140.3253825,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
72,71,[1.74418241e+09],0.025957402420271145,"[189.875   92.5625 107.625  121.     136.125  155.1875 134.8125 150.6875
 141.375  108.75   143.75   238.5    180.5    131.125   97.9375  97.1875
 116.5625 154.6875 116.4375 112.5625 121.0625 156.8125 181.9375 150.
 126.5625 135.75   141.9375  89.3125 135.5    167.5625 115.125  191.5625
 143.25   120.8125 162.5    170.5   ]",1744182442.5082774,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
73,72,[1.74418271e+09],0.0006962287535391168,"[209.3125 106.9375  88.5    138.75   147.1875 205.5    145.5625 137.
 123.5625 137.0625 155.     199.875  126.75   143.375  131.75   101.75
 144.375  196.625  146.     113.875  126.1875 122.4375 175.375   94.4375
 131.75   124.875   82.9375 127.4375 160.8125 149.25   138.4375 114.1875
 142.875   88.125  156.375  192.3125]",1744182741.9054136,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
74,73,[1.74418301e+09],-0.03273838693361516,"[186.3125  98.625  118.875  149.5    142.875  118.0625 143.75   158.0625
 118.1875 130.8125 106.1875 217.375  132.9375 117.9375 137.9375  98.625
  87.375  188.5625 105.625  148.1875 129.3125 131.1875 177.5625 118.75
 105.8125 109.0625 126.9375 126.1875  99.875  193.3125 125.1875 161.0625
 156.75   131.8125 122.25   186.0625]",1744183041.5480201,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
75,74,[1.74418331e+09],0.02208169113108457,"[204.875  108.4375 119.9375 163.1875 125.     181.125  107.0625 155.625
 127.5625 138.5    116.375  234.375  139.3125 132.1875 153.5     78.3125
 138.3125 154.75   148.1875 109.75   126.1875 149.25   162.     147.5625
 107.5625  92.5625 105.125  133.125  117.625  104.5625 133.1875 158.75
 143.625  131.     172.75   197.5   ]",1744183341.948124,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
76,75,[1.74418361e+09],-0.03836636893760729,"[134.75   117.875   90.6875 111.375  132.4375 204.4375 126.5625 122.3125
 105.5625 135.1875 103.4375 188.5    139.     114.5    116.3125 121.75
 141.25   194.375  111.375   69.5    122.75   133.75   145.8125 217.5
 126.9375  78.75   127.375  153.25    99.5    160.25   130.3125 119.5
 122.125  127.8125 184.4375 202.875 ]",1744183640.685355,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
77,76,[1.74418391e+09],0.07645269816780291,"[182.3125 114.1875 117.125  191.3125 139.4375 170.1875 133.3125 165.125
 115.1875 165.25   142.     176.625  136.875  150.25   106.375  119.75
 154.     181.4375 139.75    91.75    90.6875 161.125  146.125  128.125
 134.0625 109.9375 132.8125 117.1875 130.1875 144.0625 114.5    160.1875
 144.75   146.3125 173.125  173.75  ]",1744183941.4896286,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
78,77,[1.74418421e+09],0.06510098620736522,"[210.0625 119.125   94.4375 155.25   127.     226.1875 167.25   129.8125
 138.     133.8125 175.625  267.75   198.8125 133.3125 151.125  184.5
 114.625  181.5625 186.875   86.9375 106.625  125.3125 149.8125 123.5
 126.75   133.875  125.4375 153.4375 142.25   181.5625 145.625  128.3125
 199.875  147.1875 225.5    170.8125]",1744184241.0482519,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
79,78,[1.74418451e+09],-0.14054925967941814,"[145.3125 101.5     89.     191.9375 112.0625 140.     158.4375 105.5625
 130.625   96.4375 122.1875 162.     148.375  150.625  123.0625 105.
 170.5625 151.1875 140.625  104.5625 119.5625 154.75   174.5    121.375
 120.875  144.5    109.9375 108.375   92.125  179.5    126.375  134.3125
 120.5625 105.9375 155.     158.375 ]",1744184541.725492,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
80,79,[1.74418481e+09],0.0701174300654513,"[179.8125 121.25   113.0625 155.8125 122.375  179.375  112.25   118.375
 154.6875 116.25   110.8125 239.5    116.875  156.25   124.6875 123.5625
 154.0625 234.875  169.8125 133.6875  92.625  150.625  218.5    138.4375
 107.625   82.75   120.375  123.25   114.875  182.3125 126.125  143.25
 137.3125 162.375  199.9375 195.8125]",1744184841.5619426,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
81,80,[1.74418511e+09],-0.024816916459417013,"[202.     116.625  112.875  133.625  174.125  134.     115.     147.375
 114.9375 104.625  169.1875 222.5625 171.4375 123.625  121.5625 125.875
  96.875  139.6875 129.0625 121.1875 122.1875 160.3125 171.1875 120.9375
 137.5625 120.9375 139.6875 115.6875 145.5625 157.75   164.1875 133.75
 139.25   112.375  158.     185.375 ]",1744185143.4186125,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
82,81,[1.74418541e+09],0.027994108254155613,"[172.4375 112.6875 106.125  144.375  105.8125 188.75   170.375  142.125
 112.3125 144.875  164.5625 231.5    197.375  157.75   119.4375  96.375
 129.625  205.8125 158.9375 106.0625 131.75   153.6875 148.     123.625
 117.5625 116.625  141.875  106.25   136.6875 209.0625 161.0625 100.1875
 140.9375 126.5    142.125  188.4375]",1744185442.5925727,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
83,82,[1.74418571e+09],-0.012740051466893334,"[163.6875 114.1875 108.     145.3125 129.125  178.75   132.625  117.3125
 130.9375 124.875  160.6875 175.     139.5    155.0625 151.5    133.375
 118.3125 175.1875 142.3125  72.125  130.375  142.3125 142.25   133.5625
 134.375   88.5    131.1875 111.75   168.25   165.6875 111.     114.25
 169.1875 132.375  182.5    182.125 ]",1744185741.8846574,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
84,83,[1.74418601e+09],-0.04764752659458113,"[193.875  129.75   113.5625 146.5625 152.25   178.75   129.125  134.875
 106.9375 112.375  136.3125 231.875  108.6875 141.6875 121.25    95.75
 157.5625 155.125  126.9375  98.1875  93.125  136.     152.625   93.625
 131.      94.25   140.8125 126.125  130.25   143.375  137.5625 106.5
 130.8125 142.4375 186.375  213.125 ]",1744186040.5249765,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
85,84,[1.74418631e+09],-0.0339334963712789,"[148.25   107.625  121.     120.1875 157.0625 157.75   116.1875 128.875
  98.0625  91.1875 112.625  228.3125 146.0625 114.5    119.0625 111.25
  90.3125 195.0625 136.875   82.3125 105.875  153.1875 164.3125 138.3125
 106.     119.0625 150.9375 134.8125  99.3125 117.625  121.625  129.375
 135.75   129.5625 182.125  220.125 ]",1744186340.5439372,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
86,85,[1.74418661e+09],0.09148766450732343,"[166.5625 123.4375 104.8125 148.125  139.375  197.0625 137.875  148.75
 107.875  119.9375 110.     224.9375 117.3125 149.5625 134.25   113.375
 127.4375 189.8125 137.3125 135.      88.375  164.75   164.375  128.625
 143.3125 102.9375 143.9375 169.3125 118.4375 221.9375 167.5    153.1875
 136.125  124.8125 161.875  163.9375]",1744186642.05518,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
87,86,[1.74418691e+09],-0.07715007747103089,"[159.625  130.6875 105.5    148.0625 145.9375 127.4375 129.125  163.875
 142.5625 110.0625 151.5625 241.125  122.625  133.5625 126.3125  75.5
 143.75    85.625  152.1875  81.1875  90.125  138.6875 179.5    117.75
 111.     110.6875  76.9375 120.125  106.1875 124.4375 144.25   102.4375
 155.125  199.4375 141.5    196.9375]",1744186941.3771038,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
88,87,[1.74418721e+09],0.0354890749811218,"[187.     159.4375 120.8125 127.3125 137.5625 134.     132.75   168.6875
 112.     119.0625  87.3125 190.4375 166.1875 145.8125 133.0625 130.9375
 127.75   136.     141.0625 102.9375 129.0625 161.875  148.8125 100.5625
 127.1875 111.5    132.8125 122.75   153.125  116.8125 128.625  134.1875
 101.375  173.375  145.6875 151.0625]",1744187241.3306623,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
89,88,[1.74418751e+09],-0.002412338141632192,"[141.5    120.5625 149.125  170.4375 140.9375 177.3125 134.1875 109.9375
 128.0625 121.875  112.0625 246.0625 153.75   151.4375 127.875  118.5625
 119.6875 140.1875 140.5625  99.5625 105.3125 137.875  157.875  100.75
 126.6875 103.     136.9375 110.375  123.     168.75   170.6875 139.25
 107.625  126.375  162.625  185.4375]",1744187541.3446274,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
90,89,[1.74418781e+09],-0.010727171335848551,"[160.375   78.9375  95.4375 136.     115.75   147.8125 101.5    128.875
 125.4375 114.8125 135.625  244.4375 164.4375 145.5625 132.3125 118.0625
 146.     165.1875 171.     109.375  137.5    122.1875 200.125   84.8125
 129.875  133.875  112.5625 144.625  112.625  155.9375 107.75   150.9375
 102.4375 153.5    128.375  176.1875]",1744187842.1824176,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
91,90,[1.74418811e+09],0.02382446982129163,"[133.5    104.9375 116.0625 105.4375 109.0625 164.75   145.5625 149.6875
 129.5    129.9375 100.9375 218.625  172.5    111.      84.5625 129.4375
 245.375  171.6875  87.5    117.1875 111.875  159.0625 137.0625 139.4375
 115.625   96.125  143.1875 148.8125 159.4375 191.6875 153.9375 130.6875
 141.5    137.625  175.75   159.4375]",1744188142.4141262,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
92,91,[1.74418841e+09],0.004122268189800766,"[170.625  177.6875 116.9375 164.75   134.0625 166.8125 116.9375 143.375
 136.25   130.1875  96.75   192.6875 155.8125 136.5625 143.875  102.875
 107.125  109.4375 131.9375 104.     132.5625 156.6875 201.5625 139.5
 101.625   93.6875  99.875  110.3125 103.1875 173.0625 143.875  113.5
 152.75   173.25   178.     173.5   ]",1744188440.9891918,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
93,92,[1.74418871e+09],-0.07719392544834844,"[179.9375 110.9375  86.6875 124.875  105.125  149.75   112.125  162.75
 133.5625 113.4375 120.9375 176.3125 164.5625 129.8125 128.375  110.0625
 122.3125 123.6875 101.9375 108.1875  93.125  144.     132.625   99.9375
 131.625  116.3125 109.1875 116.75   129.1875 140.125  147.625  118.6875
 155.625   95.4375 174.1875 158.4375]",1744188740.6919317,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
94,93,[1.74418901e+09],0.028603582170673658,"[183.5    109.8125 136.4375 162.6875 111.375  115.8125 112.9375 133.125
 106.3125 125.125  121.25   211.25   124.5    107.75   137.8125  87.75
 116.5625 134.625  159.5    116.1875 108.3125 126.9375 161.0625 126.75
 164.     144.5625 124.875  106.4375 141.0625 148.75   102.625  114.0625
 169.     101.4375 206.5625 183.4375]",1744189041.3160856,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
95,94,[1.74418931e+09],0.04524685403027821,"[166.625  106.125  115.8125 125.0625 118.5625 165.     144.625  134.75
 106.125  150.25   120.0625 233.0625 143.5    152.5    112.75    89.25
 154.625  156.75   122.5625  92.5     95.3125 171.125  170.8125 136.5
 182.3125 112.1875 135.375  109.     133.5625 154.0625 176.9375 136.75
 122.8125 146.8125 147.6875 166.375 ]",1744189342.3448946,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
96,95,[1.74418961e+09],-0.01674717410485369,"[173.25   118.9375 118.25   167.5    170.6875 194.125  112.8125 136.3125
 108.625   96.4375 103.625  224.4375 121.125  123.5    104.6875  94.
 110.75   189.25   128.3125 113.     120.4375 149.3125 146.0625 132.0625
 153.     153.5    135.     105.75   116.9375 155.375  153.375  163.
 132.     115.8125 173.125  132.625 ]",1744189641.47601,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
97,96,[1.74418991e+09],-0.023058382113724605,"[182.9375  95.125   98.1875 149.3125 133.3125 174.9375 119.0625 139.5
 128.625  109.625  127.0625 258.875  169.25   138.3125 100.75   108.8125
 159.5    119.75   154.75   102.8125 143.9375 128.     123.0625 109.8125
 147.3125 104.25   116.25   125.75   113.375  169.4375  93.1875 111.375
 114.5    160.1875 154.375  190.125 ]",1744189941.4605515,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
98,97,[1.74419021e+09],0.057354911627699345,"[134.625  109.1875  96.75   162.5    181.8125 175.1875 116.     148.8125
 114.5    102.5    129.     220.4375 140.375  123.25    85.75   122.875
 169.125  152.5    109.5625 130.875  166.875  164.5625 180.3125 120.3125
 108.5625  80.5    133.625  118.     130.25   171.375  180.25   133.0625
 117.6875 170.75   145.     191.5625]",1744190241.9525657,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
99,98,[1.74419051e+09],0.0578180285553304,"[164.8125 133.9375 120.875  189.3125 157.625  203.875  129.1875 160.1875
 181.25   126.5    159.75   227.625  151.5625 134.875  121.25   143.0625
 154.5625 181.0625  98.75    99.0625 136.5    202.875  162.4375 154.125
 124.5625 125.125  107.5    124.75   162.0625 157.25   166.     141.625
 110.1875 146.1875 138.6875 171.    ]",1744190542.8627975,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
100,99,[1.74419081e+09],-0.1209145403647972,"[153.8125 113.6875 117.9375 186.3125 128.5625 123.5    144.875  144.75
 137.5625 105.875  168.3125 182.4375  98.5     91.25   127.25   106.125
 113.25   136.9375 135.75    90.5    119.25   180.375  145.5    133.9375
  91.25    93.1875 114.375  124.     150.0625 132.875  124.125  127.5625
 163.5625 121.375  146.5    208.6875]",1744190841.5602355,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
101,100,[1.74419111e+09],0.017486673055522817,"[148.5625 105.6875  95.9375 169.0625 144.9375 151.0625 125.4375 139.125
 133.8125 117.5625 104.875  225.125  160.625  139.1875 136.875   88.75
 123.875  218.5    167.75    71.5625 104.375  104.125  142.75   130.75
 135.5    109.9375 134.25   110.9375 158.0625 151.875  190.     102.1875
 123.75   127.3125 130.9375 160.4375]",1744191142.467366,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
102,101,[1.74419141e+09],0.013865312010531759,"[215.0625 103.6875 114.75   145.5    166.4375 142.125  110.0625 148.75
 148.5625  92.      93.8125 176.6875 148.3125 151.5625 158.5625 119.8125
 136.0625 155.0625 180.75    96.     123.75   130.0625 195.5    115.5
 109.625  136.875  100.5     92.     107.625  127.375  157.3125 116.5
 126.625  129.9375 168.75   193.3125]",1744191442.1350198,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
103,102,[1.74419171e+09],-0.025001640941026127,"[182.6875  98.8125 145.     131.5    148.75   167.0625 140.6875  92.75
  97.75   126.3125 123.9375 211.8125 116.8125 142.8125 105.625   87.125
 132.3125 141.1875 116.5    114.3125 112.5    133.6875 173.1875 105.5
 153.6875 108.625  130.3125 114.1875 132.3125 139.1875 134.5625 136.25
 165.875  164.8125  93.0625 168.9375]",1744191741.658337,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
104,103,[1.74419201e+09],0.04036969571703149,"[180.5625  94.625  118.1875 191.625  154.8125 176.6875 119.875  142.4375
 105.625  126.0625 140.0625 237.875  178.0625 168.3125 120.5625 108.0625
 137.125  199.0625 151.75    88.875   79.125  107.6875 160.75   130.9375
 126.6875  79.625   82.1875 116.1875 148.3125 155.0625 144.3125 120.5625
 181.875  135.25   129.375  136.9375]",1744192043.60943,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
105,104,[1.74419231e+09],-0.026270316066644928,"[144.      94.3125 109.5    133.1875 118.9375 151.1875 113.5    123.3125
 133.25   133.     112.75   228.4375  93.125  152.25    99.3125 108.75
 184.9375 165.0625 142.0625  98.     144.5    107.     223.75   148.25
 135.9375  91.625  145.      75.75   148.375  139.75   134.875  121.625
 149.875  146.6875 175.5    179.6875]",1744192341.540337,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
106,105,[1.74419261e+09],0.011544698435947062,"[148.8125 116.5     88.25   158.625  104.     145.     103.5625 141.125
 145.8125 152.     124.9375 241.375  124.375  136.25   122.     133.5
 127.8125 190.6875 114.     120.9375 101.75   133.8125 202.8125 114.8125
  93.125  110.     141.75   165.5625 150.8125 132.6875 147.75   132.
 106.5625 164.     163.375  180.375 ]",1744192642.0791276,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
107,106,[1.74419291e+09],0.09990575880968763,"[182.625  129.9375 109.6875 194.9375 158.1875 223.6875 125.75   176.9375
 119.1875 121.9375 149.5625 189.625  115.4375 121.     149.625  188.8125
 158.0625 154.625  120.3125  97.3125 122.8125 140.0625 215.375  178.9375
  87.125  121.25   138.875  113.1875 181.0625 170.9375 140.8125  97.75
 162.125  174.875  206.5    169.625 ]",1744192942.553026,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
108,107,[1.74419321e+09],-0.07525316167130147,"[162.375  100.6875 114.6875 107.0625 116.5    166.375  129.5625 145.875
 131.0625 109.9375 156.0625 213.8125 151.5    166.875  154.5    105.4375
 144.5    152.125  110.5625 107.4375  92.625  193.75   173.25   127.1875
 159.     130.5625 121.9375 116.6875 171.5625 138.5    187.5625 111.75
 117.6875 124.3125 160.9375 181.5625]",1744193242.2910795,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
109,108,[1.74419351e+09],0.01817994314853373,"[164.25    72.4375  97.375  133.25   128.     144.5    145.9375 158.8125
  93.125  120.3125 150.9375 208.8125 121.1875 118.75   137.     106.9375
 123.0625 170.9375  96.125  133.4375 129.     198.     149.5    139.5625
 144.125  117.8125 110.75   128.0625 135.0625 216.8125 179.     170.25
 156.5625 154.125  173.25   228.1875]",1744193541.883168,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
110,109,[1.74419381e+09],0.008645653112204322,"[201.1875 122.75    91.875  129.3125 157.875  168.6875 132.125  102.4375
 121.3125 112.625  128.4375 240.     198.25   139.1875 173.0625 113.9375
 153.375  221.6875 107.1875 107.3125 126.8125 146.     167.75   102.6875
 158.3125  95.3125 142.     124.5625 165.0625 151.75   128.125  130.3125
 137.1875 214.625  134.125  213.0625]",1744193841.4754121,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
111,110,[1.74419411e+09],-0.07612019651926125,"[167.0625 118.375  108.8125 105.1875 125.0625 143.5625 102.8125 129.0625
  93.5    110.9375 148.5625 181.5    159.3125 160.     128.5625 129.125
 111.6875 121.375  125.6875 104.4375  99.375  124.3125 149.125  117.4375
 140.5    112.5625  85.6875 150.     130.375  128.     155.6875 168.8125
 149.75   159.9375 139.4375 166.5   ]",1744194140.1898603,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
112,111,[1.74419441e+09],0.004005453171101339,"[143.3125 124.6875 107.0625 157.     115.5    192.75   110.4375 152.0625
 122.3125 130.4375 130.     198.9375 146.0625 139.3125 152.3125 145.1875
 138.625  189.375  148.5    101.4375  65.6875 107.3125 164.625  111.5
 163.125  157.5    123.25   112.8125 123.0625 149.5    118.125  129.375
 105.4375 105.4375 104.5625 203.    ]",1744194442.346559,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
113,112,[1.74419471e+09],0.07400110259955629,"[123.625  130.25   142.3125 130.6875 138.1875 175.6875 174.     106.1875
 116.375   90.125  140.25   159.625  128.125  106.     123.0625 129.4375
 143.25   219.375  118.75   126.6875 109.25   111.1875 183.3125 133.3125
 135.875  124.5    135.3125 149.625  127.6875 157.8125 171.5625 184.625
 187.875  171.     188.9375 262.75  ]",1744194741.7557564,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
114,113,[1.74419501e+09],-0.0816633206170059,"[162.5    126.6875  82.4375 103.125  106.4375 172.25   171.375  141.
 112.25   121.625  160.375  245.375  181.625  112.3125 130.375  103.0625
  90.     188.8125 145.8125  78.625  100.375  108.8125 132.5    110.375
 111.9375 126.4375 105.9375 172.5625 143.8125 152.125  158.125  140.25
  93.1875 138.125  129.8125 145.5625]",1744195041.04141,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
115,114,[1.74419531e+09],-0.0027600912560849424,"[182.8125 110.625   82.375  185.875  139.     156.     108.6875 125.875
  98.875   99.8125 137.6875 253.1875 116.625  133.4375 110.     146.8125
  90.5625 132.1875 104.25   103.0625 109.625  135.75   174.25   177.375
  94.6875 105.625   99.3125 128.875  158.125  133.625  135.375  107.4375
 145.6875 181.0625 174.875  153.25  ]",1744195341.4884257,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
116,115,[1.74419561e+09],0.0145154749468335,"[207.5    105.25   127.6875 153.125  108.0625 158.5    124.4375 109.75
 116.625  124.3125 132.875  234.25   132.5    165.25   103.3125 177.625
 114.     160.1875 107.6875 103.1875 128.4375 154.5    127.875  118.25
 147.0625 107.6875 145.6875 151.3125 165.8125 157.875  104.5625  79.75
 120.0625 109.625  155.25   152.9375]",1744195642.37495,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
117,116,[1.74419591e+09],0.008489164314193167,"[181.875   71.5     87.5    163.3125 142.375  130.875  137.3125 143.3125
  99.875  114.25   166.5625 205.625  156.75   112.3125 107.625  111.0625
 164.     149.25   123.9375  74.      94.8125 153.4375 158.25   144.1875
 144.75    98.1875 122.0625 130.1875 116.625  157.625  117.9375 135.6875
 140.4375 110.375  213.875  162.5   ]",1744195941.0125782,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
118,117,[1.74419621e+09],0.0011498313128888754,"[180.0625  98.9375 103.25   147.4375 207.8125 177.4375 143.875  129.6875
 104.75   133.1875 140.1875 234.1875 172.75   140.125   93.875  117.9375
 118.4375 131.625  138.5    108.625  107.6875 153.375  143.0625 138.875
 172.6875  80.5    108.8125 106.25   129.6875 145.4375 117.375  125.4375
 139.375  132.5    168.0625 137.0625]",1744196240.9456038,3213430877422997687,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson2.xlsx,2,0,P1,Poisson2
