steps,frame,state,reward,area,time,config_id,seed,action,experiment.step_duration,experiment.update_freq,filepath,environment.zone,compatibility_mode,environment,algorithm
22,21,[1.74416745e+09],0.3670774980899876,"[ 71.125   82.125   92.625  105.8125  53.375  170.8125 139.875  137.375
  51.6875  79.8125  88.8125 116.5     65.375   70.375   62.5     50.9375
  82.8125  59.375   51.     108.125   79.1875  96.9375  71.6875  97.1875
 118.      72.0625 149.875   95.9375  89.1875  68.125  102.5    126.1875
  74.375  116.      62.5625  87.4375]",1744167485.4652798,693859262904583485,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
23,22,[1.74416775e+09],0.04131957729847434,"[ 77.25    83.125   89.75   113.9375  61.3125 205.125  141.     138.875
  47.4375  95.25    92.6875 114.4375  68.625   78.3125  65.75    56.625
  79.9375  64.125   61.625   94.4375  68.3125  91.125   81.9375 108.1875
 112.9375  82.3125 159.4375 103.8125  93.625   87.     103.375  120.5625
  89.5    117.1875  64.875  103.4375]",1744167787.413505,693859262904583485,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
24,23,[1.74416805e+09],-0.016909557809228672,"[ 59.9375  76.8125  90.3125  98.0625  48.5625 154.     292.125  133.5
  63.3125 101.0625  85.25   143.125   71.6875  69.5625  65.375   63.5
  82.375   56.875   66.3125 100.875   60.3125  95.4375 100.0625 103.0625
 114.4375  74.     162.     114.6875 101.25    64.8125 106.     115.4375
  96.125   99.9375  56.4375  89.5625]",1744168088.0772986,693859262904583485,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
25,24,[1.74416835e+09],0.055329691300749495,"[ 76.1875  82.3125  99.8125  98.5625  70.25   196.     458.0625 140.5625
  56.      89.25    91.75   151.25    72.375   68.5     71.375   54.5625
  79.5625  65.0625  56.125   97.1875  70.4375  92.375   69.      89.0625
 118.1875  87.     174.625  110.75    94.6875 178.25   111.9375 137.9375
 111.0625 116.      51.3125  83.125 ]",1744168376.0221934,693859262904583485,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
26,25,[1.74416865e+09],-0.04127992551065244,"[ 68.4375  93.875   85.8125 105.125   55.75   219.1875 336.     134.375
  57.375   83.625   87.25   126.5625  73.3125  70.75    66.875   56.625
  72.0625  64.625   42.75    97.5625  55.375  100.375   79.5625  96.4375
 125.0625  79.5625 149.5    110.125  101.0625 115.     106.8125 123.75
  82.0625 121.9375  58.75    84.8125]",1744168675.4432633,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
27,26,[1.74416895e+09],-0.7733906524704948,"[49.25   29.8125 34.     37.75   18.6875 36.375  31.6875 66.6875 19.4375
 29.4375 12.5625 92.6875 31.     35.3125 28.6875 34.3125 19.4375 29.
 26.0625 46.625  53.25   64.1875 20.8125 44.3125 44.375  55.5    73.75
 49.375  36.75   45.625  50.5    57.5625 51.875  71.0625 26.25   43.0625]",1744168974.6063862,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
28,27,[1.74416925e+09],0.14507714097841093,"[32.375  40.875  41.     59.4375 18.3125 37.5625 29.5625 66.375  17.75
 30.875  12.5625 89.625  32.625  30.3125 35.4375 32.3125 58.25   39.375
 47.875  76.25   79.8125 66.25   23.     54.8125 43.25   40.4375 63.8125
 50.75   58.     36.0625 51.0625 69.8125 56.9375 89.25   45.25   47.6875]",1744169283.9181378,693859262904583485,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
29,28,[1.74416955e+09],0.614489383125476,"[ 51.4375  72.625   77.     109.875   63.4375 207.125  347.625  136.75
  66.125   95.0625  76.875  132.1875  69.      65.875   64.8125  56.5
  79.1875  70.3125  50.3125  88.125   53.      91.875   67.6875  95.625
 114.5625  80.8125 146.125  108.25    87.8125  94.     102.     132.
  80.8125 124.5     54.25    83.125 ]",1744169575.1017652,693859262904583485,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
30,29,[1.74416985e+09],-0.004679119790622936,"[ 49.9375  77.6875  94.1875  88.6875  66.875  161.5    330.1875 130.5625
  54.1875  82.125   78.1875 130.75    63.3125  68.9375  60.5625  53.125
  72.625   59.875   51.875   78.625   41.625   94.8125  61.6875  98.3125
 115.4375  90.4375 163.4375 125.375   95.125  144.1875 117.25   120.25
  76.5625 104.4375  52.6875  78.625 ]",1744169876.2192833,693859262904583485,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
31,30,[1.74417015e+09],0.06796147314228432,"[ 67.9375 103.9375  71.6875  91.75    66.9375 166.375  362.75   137.25
  74.      97.25    83.75   145.375   76.875   70.125   72.6875  54.0625
  64.375   71.      45.125   92.3125  56.125  105.4375  97.      92.5625
 128.25    84.5    153.0625 120.4375 107.0625 106.75   103.     134.75
  87.1875 115.6875  51.4375  85.6875]",1744170177.12933,693859262904583485,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
32,31,[1.74417045e+09],-0.029596149988974696,"[ 57.0625  79.1875  84.6875  83.25    57.     201.0625 348.5    133.125
  78.      91.4375  90.625  141.375   67.625   74.6875  62.4375  57.4375
  78.25    65.4375  53.8125 105.5625  64.4375 106.6875  65.8125 101.8125
 106.75    86.625  161.625  114.75   113.375  106.      94.0625 132.8125
  84.375  119.25    51.      85.5625]",1744170475.7358508,693859262904583485,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
33,32,[1.74417075e+09],-0.008296663164541569,"[ 60.875   74.9375  91.5     97.9375  61.6875 193.875  133.4375 133.0625
  68.375   77.9375  84.5    136.375   73.875   66.875   62.875   49.75
  79.125   72.4375  53.875   92.5     56.75   105.      84.25    96.4375
 112.6875  90.0625 163.1875 116.      96.875   93.6875 102.3125 115.6875
 108.125  107.125   46.875   86.375 ]",1744170776.164732,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
34,33,[1.74417105e+09],-0.2449578343995293,"[ 86.25   114.9375  74.5625  47.125   23.375   39.5     45.      68.25
  18.75    99.      22.625   90.1875  69.375   48.4375  38.125   50.4375
  90.875   63.1875  68.0625  86.125   91.25    58.6875  52.375  127.625
  41.5625  63.0625 100.875   54.6875  77.5625 125.4375  67.125  104.4375
  96.75   194.6875  63.75    66.1875]",1744171141.253436,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
35,34,[1.74417135e+09],-0.19101221163401763,"[ 45.      79.5625  50.875   49.1875  19.375   61.9375  64.125   64.625
  21.75    26.875   24.3125  84.375   33.6875  34.8125  42.25    37.9375
  60.875   38.0625  69.25    76.9375  78.375   69.0625  34.3125 106.4375
  41.6875  49.75   113.4375  47.5625  50.25   112.3125  58.0625  93.9375
 175.3125 201.125   45.5625  53.625 ]",1744171436.2105064,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
36,35,[1.74417165e+09],0.3304225366822437,"[ 63.125   93.8125  71.1875  49.75    18.0625  45.625   28.4375  65.75
  18.75    25.0625  16.5     75.1875  27.625   34.0625  40.1875  26.625
  47.      35.3125  50.3125  87.     126.25   102.5625  45.4375 237.1875
  93.875   64.9375 214.625  374.4375 121.4375 385.5625 346.4375  90.75
  98.     193.875   89.875  181.5625]",1744171781.2949994,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
37,36,[1.74417195e+09],-0.1618057332799561,"[ 31.4375  39.9375  42.125   44.1875  17.8125  41.5625  29.75    65.125
  18.0625  29.4375  11.3125  87.4375  26.75    29.0625  35.0625  31.6875
  48.625   32.1875  75.25    85.3125 201.875   86.375   68.1875 108.6875
  49.3125  91.375  229.1875  90.6875 127.     162.625   87.5625 118.
  92.9375 202.875   94.3125 175.8125]",1744172078.2273967,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
38,37,[1.74417225e+09],0.052444398247488214,"[ 92.0625  73.3125  58.875   75.5     21.25    54.125  101.9375  81.75
  21.75    48.375   34.1875  86.875   69.75   561.5625  43.625   44.4375
  71.5625  44.5     42.5     80.625   91.6875  82.5625  33.8125  72.375
  47.8125  56.75   122.8125  73.625   67.     131.1875 194.75   117.3125
  55.5625 145.75    49.     122.625 ]",1744172352.4231544,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
39,38,[1.74417255e+09],0.025515045740178984,"[ 54.375   28.5625  47.25    46.5     17.125   51.875   33.3125  65.75
  17.5     31.4375  12.125   83.375   38.875   32.625   26.875   26.8125
  34.4375  28.75   101.8125 789.5625 134.875   87.125   45.75   274.
  68.125   70.3125 151.4375  72.125  122.1875 177.6875 339.6875 147.6875
  90.625  291.0625 102.25   105.375 ]",1744172697.5654953,693859262904583485,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
40,39,[1.74417285e+09],0.16719867464832264,"[ 79.875   92.3125  96.0625  99.125   44.125  208.0625 144.25   130.875
  46.875   75.5625  79.4375 132.75    61.5     62.8125  60.375   59.5
  76.875   64.6875  65.     102.6875  70.5625  79.4375  78.3125 102.875
 114.      72.125  168.125  100.75    92.5625  84.625   99.9375 147.0625
  90.625  107.0625  63.375   85.3125]",1744172886.4520655,693859262904583485,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
41,40,[1.74417315e+09],0.01864226113474304,"[ 61.      83.4375  97.625   92.875   50.9375 153.0625 212.25   141.625
  42.3125  97.75    83.75   117.5625  64.9375  73.125   62.0625  54.125
  87.      58.875   63.1875 111.75    58.25    95.625   83.8125 105.5625
 111.6875  82.3125 161.3125  94.0625  96.125   72.5    110.0625 123.5
  98.75   120.875   51.25    99.375 ]",1744173185.7212932,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
42,41,[1.74417345e+09],-0.25637998202035434,"[ 34.75    22.125   40.25    40.3125  18.      30.5     30.125   65.4375
  18.0625  28.3125  12.      79.4375  28.75    27.1875  35.4375  24.6875
  32.      33.375   81.5625 164.1875  76.125   84.0625  56.5    225.75
  43.125  709.625  125.      48.125   95.5    180.5625 314.375  155.25
  82.6875 125.8125 156.8125 112.3125]",1744173552.9211285,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
43,42,[1.74417375e+09],0.030305901074571574,"[ 35.      31.25    35.5625  54.875   27.3125  71.5625  37.625   67.5
  18.625   38.4375  28.8125  85.4375  40.1875  32.125   38.75    25.0625
  17.5625  44.25    62.      69.25   143.875  169.4375  26.1875 238.4375
  88.6875 996.75   157.9375  78.125   91.5    148.     155.      77.5
  67.625  199.125   94.5     94.5625]",1744173844.1806927,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
44,43,[1.74417405e+09],-0.17632036888502145,"[ 71.625   44.8125  59.375   54.625   19.      37.875   36.0625  60.625
  23.875   35.875   24.3125  85.1875  40.75    35.75    39.875   38.125
  55.5     58.25    61.875   81.1875  96.4375  64.      45.125  191.125
  46.25    57.9375  99.4375  61.5625  72.3125  87.625   53.75   103.25
  71.0625 172.1875  56.5    111.6875]",1744174140.6864054,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
45,44,[1.74417435e+09],-0.19856728611369834,"[ 48.625   52.5     52.3125  44.8125  17.75    52.375   33.125   63.6875
  22.25    32.0625  22.875   86.0625  44.75    27.375   32.3125  31.875
  57.4375  44.125   37.375   72.375  103.625   59.5     29.75    65.4375
  40.      39.4375 111.75    46.5625  43.25    62.1875  54.5625  65.8125
  60.875  128.625   47.1875  57.    ]",1744174416.9420156,693859262904583485,0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
46,45,[1.74417465e+09],0.2782932538652549,"[ 49.8125  60.0625  86.0625  73.375   21.0625  82.8125  65.375   68.8125
  22.625   42.9375  26.75    86.0625  92.0625  38.1875  41.5     65.375
  65.9375  49.6875  53.9375  84.875  129.75    60.1875  32.      69.6875
  41.625   44.75   115.8125  55.5     75.      75.0625  45.5625  85.625
  78.8125 157.8125 123.5     75.9375]",1744174746.557017,693859262904583485,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
47,46,[1.74417495e+09],0.32081204948340053,"[ 79.1875  81.0625  84.9375 103.625   56.4375 137.375  385.     139.125
  44.375   92.1875  76.4375 117.75    72.75    74.25    61.      60.
  80.5625  72.125   61.9375 104.      57.5     92.3125  76.125  103.9375
  96.9375  87.1875 169.9375  92.0625  90.875  137.9375  96.3125 125.1875
  80.875  109.      55.9375  98.    ]",1744174987.4451919,693859262904583485,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
48,47,[1.74417525e+09],-0.00567296768627585,"[ 70.375   87.25    81.5    114.5     47.0625 164.1875 415.6875 139.4375
  45.25    96.5625  80.8125 134.6875  66.1875  68.6875  66.3125  67.4375
  74.3125  54.9375  55.625  103.375   59.5625  90.375   85.8125 109.125
 110.8125  80.9375 157.8125 106.      79.625   90.5     99.875  132.6875
  94.25    96.625   57.75    87.875 ]",1744175287.988288,693859262904583485,0,[0.398 0.762 0.324 0.    0.332 0.606],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
49,48,[1.74417555e+09],-0.0013793254197776888,"[ 55.375   79.75    80.125   92.5625  52.5    165.875  242.6875 136.8125
  44.0625  92.9375  84.125  147.875   70.0625  63.9375  65.3125  53.0625
  74.75    61.3125  60.75   124.0625  72.      86.4375  89.1875 103.1875
 110.      81.375  164.0625 110.9375  97.0625  64.6875 100.5625 145.8125
  89.6875  94.875   65.75    92.3125]",1744175589.1644094,693859262904583485,0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],300,1,experiments/online/E6/P1/poisson6.xlsx,6,0,P1,Poisson6
