state,steps,frame,action,reward,config_id,seed,time,area,representation.tilings,environment.zone,representation.tiles,environment.path,representation.which_tc,epsilon,experiment.update_freq,experiment.step_duration,experiment.checkpoint,lambda,alpha,experiment.image_save_keys,representation.wrap_time,environment,algorithm,compatibility_mode,filepath
[0.52311343 0.60183007],158,157,1,0.6456466317176819,-3368738093455022160,0,1743749914.5993478,"[ 78.6875 323.375  330.9375 587.125  365.1875 368.9375 145.9375 343.6875
 462.4375 659.0625 193.8125 469.8125 347.5625 328.75   294.8125 361.
 402.75   537.1875 454.75   280.375   95.5    495.3125 421.0625 238.125
 356.6875 358.6875 488.125  432.8125 262.1875 382.6875 428.5625 406.6875
 312.75   371.5625 521.875  377.3125]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.52658565 0.62872034],159,158,1,0.6018300652503967,-3368738093455022160,0,1743749927.4993546,"[ 72.8125 326.1875 336.     586.5625 403.875  378.3125 151.625  339.75
 463.1875 674.1875 197.5    468.8125 356.625  419.125  293.25   359.75
 405.125  549.875  439.125  281.75   101.375  484.9375 419.0625 233.4375
 287.6875 355.25   486.8125 430.8125 246.9375 371.1875 406.75   497.9375
 314.     369.75   516.0625 371.5   ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.53002315 0.54650712],160,159,3,0.6287203431129456,-3368738093455022160,0,1743749937.867348,"[164.0625 354.375  343.375  596.3125 366.625  264.9375 144.1875 392.1875
 475.375  673.3125 187.3125 428.5625 372.4375 342.     286.3125 355.1875
 392.5    529.25   483.5625 295.5625  95.75   505.0625 485.3125 141.8125
 326.0625 272.375  493.75   431.6875 280.375  404.3125 381.5625 353.625
 272.75   374.625  531.8125 387.25  ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.53349537 0.53400463],161,160,3,0.5465071201324463,-3368738093455022160,0,1743749948.3165784,"[144.     363.     350.4375 587.8125 372.3125 281.375  143.25   353.375
 452.3125 680.0625 176.25   454.3125 378.8125 422.375  281.5    365.1875
 396.75   549.125  454.0625 293.5     81.875  511.6875 505.6875 132.6875
 257.8125 287.75   494.9375 428.6875 239.6875 405.6875 377.625  356.6875
 253.     372.125  542.6875 385.125 ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.53700231 0.65363163],162,161,1,0.5340046286582947,-3368738093455022160,0,1743749961.0165694,"[ 79.875  330.     341.625  601.25   367.5    342.5    156.875  339.5
 445.1875 681.1875 193.6875 478.25   351.25   333.875  301.625  367.1875
 412.625  549.0625 460.0625 277.125   91.5    497.6875 424.625  250.25
 370.625  365.9375 490.25   446.0625 255.1875 380.8125 415.3125 513.9375
 290.625  385.625  559.125  387.    ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.54043981 0.28693041],163,162,3,0.6536316275596619,-3368738093455022160,0,1743749972.5395343,"[110.8125 237.3125 316.1875 561.1875 341.375  271.1875 137.25   324.1875
 367.3125 658.75   185.8125 478.4375 352.3125 320.75   278.0625 354.125
 402.5625 555.8125 425.8125 277.6875 122.6875 486.5    507.     176.8125
 311.375  281.5625 463.625  324.375  257.25   409.75   361.5625 331.4375
 228.5    362.0625 466.     363.5   ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.54394676 0.65546155],164,163,1,0.2869304120540619,-3368738093455022160,0,1743749985.2286735,"[ 75.1875 358.4375 335.375  586.25   387.25   298.8125 154.1875 340.5625
 431.875  675.5625 194.4375 476.5    357.75   337.5625 288.4375 362.0625
 414.5    558.0625 457.625  293.3125 101.75   501.1875 420.0625 223.
 360.5625 369.25   497.0625 435.3125 256.875  377.3125 421.9375 522.75
 356.4375 377.9375 499.8125 386.0625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.54738426 0.52789605],165,164,3,0.6554615497589111,-3368738093455022160,0,1743749994.6898527,"[124.8125 340.6875 347.625  573.1875 366.625  285.5625 154.4375 343.9375
 364.125  670.3125 192.125  474.25   337.75   331.5625 277.3125 366.9375
 397.9375 538.5625 449.25   274.625   81.5    491.9375 517.5    143.75
 326.625  331.1875 413.     432.5625 252.125  399.6875 387.4375 367.75
 403.5625 389.8125 553.8125 385.25  ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.55085648 0.50857925],166,165,3,0.5278960466384888,-3368738093455022160,0,1743750004.47464,"[109.75   346.5625 349.9375 577.25   362.875  305.3125 153.625  338.25
 349.6875 639.25   186.875  469.5    332.5625 328.5625 275.5625 353.5625
 389.4375 535.125  442.3125 283.6875  83.4375 499.0625 521.4375 146.25
 331.125  337.8125 420.     432.9375 242.3125 401.375  398.625  368.75
 352.125  388.1875 553.375  382.6875]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.5543287  0.56208044],167,166,1,0.5085792541503906,-3368738093455022160,0,1743750014.342542,"[ 99.125  349.5625 344.75   587.875  368.875  305.8125 151.125  340.5625
 358.875  659.125  185.875  441.125  329.375  408.25   292.8125 359.6875
 394.375  524.8125 451.125  285.75    78.375  495.     521.9375 132.5
 324.875  335.6875 420.625  430.875  241.6875 401.125  390.875  373.4375
 410.9375 386.5625 551.25   394.8125]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.5578125  0.51472056],168,167,3,0.562080442905426,-3368738093455022160,0,1743750025.243698,"[140.125  359.75   349.     590.5    366.9375 255.6875 155.0625 349.
 452.6875 670.875  187.25   425.5    363.6875 422.5    284.125  358.125
 407.1875 534.5    457.3125 281.4375  87.     499.5625 487.5625 169.5625
 248.6875 289.125  496.4375 429.625  262.5    430.75   369.6875 350.375
 272.75   370.8125 526.0625 378.    ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.56128472 0.51601422],169,168,3,0.5147205591201782,-3368738093455022160,0,1743750035.7316172,"[159.125  349.625  354.8125 597.625  348.875  293.3125 149.1875 361.
 445.75   659.5625 182.4375 427.375  371.1875 339.1875 277.5625 348.8125
 391.8125 525.125  488.9375 312.8125  85.625  507.6875 485.3125 166.1875
 248.5625 349.125  415.1875 421.0625 237.3125 413.875  378.6875 356.375
 355.0625 369.9375 537.9375 376.125 ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.56474537 0.33034375],170,169,3,0.5160142183303833,-3368738093455022160,0,1743750047.577416,"[105.5    334.625  306.0625 566.3125 343.8125 293.4375 141.5    336.75
 350.75   641.9375 178.875  486.3125 321.8125 332.     278.4375 360.375
 406.0625 532.1875 412.     279.3125  94.1875 477.1875 493.1875 183.6875
 246.75   319.625  492.4375 321.25   224.9375 398.375  357.1875 337.625
 263.125  364.5625 513.125  355.125 ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.56821759 0.62308139],171,170,3,0.33034375309944153,-3368738093455022160,0,1743750056.2531836,"[142.25   338.3125 348.9375 580.1875 381.125  337.4375 155.4375 346.25
 464.4375 664.9375 190.125  456.6875 340.75   339.3125 297.0625 368.0625
 402.9375 532.75   458.     274.875   82.875  489.6875 523.75   155.6875
 337.3125 336.8125 412.     433.4375 255.5    409.25   388.6875 370.1875
 440.9375 384.9375 551.375  390.5   ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.57171296 0.68677598],172,171,1,0.623081386089325,-3368738093455022160,0,1743750068.7749023,"[ 73.1875 360.875  335.375  585.     364.     321.6875 152.     351.
 467.125  643.5    200.5    477.0625 349.3125 419.75   295.6875 365.5
 420.5625 541.75   461.25   290.0625  98.625  491.75   414.3125 251.9375
 350.125  360.5625 409.5    435.0625 248.5625 384.3125 419.1875 509.25
 403.625  373.4375 536.6875 383.    ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.57516204 0.31442603],173,172,3,0.6867759823799133,-3368738093455022160,0,1743750080.434474,"[112.25   318.875  307.875  543.4375 362.8125 259.75   147.25   321.1875
 301.625  638.1875 178.5625 464.8125 315.25   333.8125 273.875  340.8125
 422.5625 545.9375 412.4375 262.0625  84.625  487.75   495.625  212.8125
 305.5    281.125  493.875  330.625  217.3125 396.3125 367.1875 348.875
 291.5625 359.1875 469.9375 365.75  ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.57865741 0.64211297],174,173,1,0.3144260346889496,-3368738093455022160,0,1743750092.798861,"[ 80.9375 331.4375 337.125  576.0625 395.375  308.25   161.125  346.5
 442.375  639.75   197.0625 474.25   354.75   338.3125 287.9375 360.4375
 418.4375 551.1875 460.125  292.1875  99.0625 497.9375 458.6875 142.1875
 360.8125 367.6875 502.3125 439.6875 247.25   374.8125 431.4375 398.6875
 391.4375 377.5625 543.9375 380.375 ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.5821412  0.68255204],175,174,1,0.6421129703521729,-3368738093455022160,0,1743750105.6798375,"[ 76.3125 330.5625 338.75   585.5625 399.1875 319.375  158.9375 343.625
 445.5625 639.5625 197.5    485.25   357.8125 338.8125 302.75   363.9375
 415.1875 543.3125 461.3125 285.6875 100.125  493.     457.125  133.3125
 360.9375 365.75   493.     443.     256.9375 373.8125 420.0625 513.5625
 385.0625 379.1875 540.8125 373.75  ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.58559028 0.54916263],176,175,3,0.6825520396232605,-3368738093455022160,0,1743750116.1425297,"[153.125  354.75   350.125  588.875  350.5    263.3125 145.625  350.1875
 406.9375 680.4375 187.125  447.375  375.25   344.4375 290.625  362.125
 404.     548.8125 452.25   285.125   74.5    511.625  495.1875 132.125
 331.9375 342.125  417.125  431.     315.5    412.875  386.9375 356.3125
 320.6875 363.625  532.9375 388.9375]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.58907407 0.6442591 ],177,176,2,0.5491626262664795,-3368738093455022160,0,1743750128.4411185,"[ 76.9375 326.5    333.6875 590.3125 371.625  330.9375 155.0625 344.4375
 462.75   656.125  198.25   469.8125 354.75   332.375  299.5    357.875
 411.0625 535.75   447.3125 287.625  100.9375 494.3125 488.625  148.25
 357.8125 365.125  537.8125 438.4375 257.25   375.9375 418.1875 506.9375
 254.3125 380.25   544.125  384.625 ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.59251157 0.52600521],178,177,3,0.6442590951919556,-3368738093455022160,0,1743750137.659001,"[ 99.8125 353.4375 338.625  589.375  363.1875 278.625  153.625  343.1875
 454.375  635.5    188.875  462.625  333.4375 323.625  286.875  363.3125
 388.375  524.625  470.3125 292.125   89.6875 489.6875 473.8125 148.3125
 330.6875 283.875  553.6875 426.5625 263.375  403.125  395.875  369.4375
 242.75   396.8125 541.8125 388.3125]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.59601852 0.68374705],179,178,1,0.526005208492279,-3368738093455022160,0,1743750150.286033,"[ 75.3125 330.3125 334.25   578.6875 380.375  335.25   159.9375 343.25
 462.3125 656.6875 199.125  498.875  356.     418.875  300.8125 360.
 407.5    540.3125 450.8125 284.125  102.1875 492.1875 476.8125 141.875
 362.25   359.875  533.6875 445.25   259.     381.0625 418.375  507.5625
 244.75   380.4375 543.375  387.5625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.59950231 0.64984977],180,179,1,0.6837470531463623,-3368738093455022160,0,1743750162.5327158,"[ 80.0625 334.25   339.4375 590.3125 379.875  334.625  165.875  346.4375
 467.6875 657.0625 199.6875 486.4375 355.6875 332.8125 291.1875 367.
 409.8125 553.375  455.5625 277.875  102.125  495.6875 477.0625 140.3125
 357.     372.75   609.875  436.6875 261.4375 374.5625 413.125  507.9375
 238.3125 375.5625 537.1875 383.4375]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.60293981 0.37417418],181,180,3,0.6498497724533081,-3368738093455022160,0,1743750174.109762,"[115.1875 333.0625 315.1875 537.3125 342.6875 263.625  143.25   326.125
 361.0625 636.6875 197.375  461.375  341.75   315.6875 276.5    352.8125
 407.625  561.625  436.8125 311.9375  91.4375 499.125  479.6875 179.8125
 316.125  291.125  528.875  340.     226.5    415.8125 355.125  354.3125
 223.25   344.8125 524.     374.    ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.60642361 0.54586047],182,181,3,0.37417417764663696,-3368738093455022160,0,1743750184.7326846,"[161.0625 355.75   355.875  598.375  378.     248.0625 159.     353.625
 455.9375 678.5625 196.625  456.3125 375.5625 340.9375 287.125  378.0625
 406.375  564.5625 441.6875 291.9375  83.1875 519.5    511.     153.125
 252.     302.375  497.4375 435.625  288.125  405.0625 376.375  351.125
 262.0625 374.9375 535.875  389.375 ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.60991898 0.68240565],183,182,1,0.5458604693412781,-3368738093455022160,0,1743750197.8840275,"[ 77.4375 326.     339.125  583.75   402.3125 322.6875 155.375  348.6875
 445.4375 670.8125 200.25   490.9375 359.1875 342.9375 299.5625 367.625
 421.75   551.3125 449.8125 277.5    101.875  489.125  458.5625 212.25
 350.5    367.875  414.3125 431.75   249.5    372.     415.875  516.75
 482.625  374.1875 544.625  379.    ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.61337963 0.66879594],184,183,1,0.6824056506156921,-3368738093455022160,0,1743750210.2737677,"[ 77.0625 328.375  338.875  512.125  372.25   313.25   156.5625 341.9375
 468.5    674.3125 197.8125 484.1875 356.5    341.     304.625  364.
 427.25   546.8125 452.75   284.875   92.5625 490.6875 457.625  226.5625
 364.75   361.125  512.     440.3125 258.25   374.125  419.375  501.9375
 324.9375 375.4375 549.0625 383.625 ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.61681713 0.57837546],185,184,1,0.6687959432601929,-3368738093455022160,0,1743750219.4446158,"[112.0625 346.875  346.8125 593.375  376.125  324.5625 159.3125 340.0625
 435.1875 664.     189.5    445.5625 334.6875 331.5625 299.     359.75
 401.4375 529.75   460.0625 276.125   87.25   488.375  524.75   150.5
 266.9375 331.75   415.8125 431.5    259.375  403.3125 401.4375 370.0625
 459.4375 383.5625 560.3125 387.75  ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.62033565 0.65836161],186,185,1,0.5783754587173462,-3368738093455022160,0,1743750232.435447,"[ 74.3125 329.6875 333.8125 589.625  358.5    318.625  163.75   343.875
 449.3125 685.3125 201.0625 470.625  347.9375 337.5625 301.8125 355.6875
 418.6875 542.8125 457.0625 288.3125  97.0625 499.375  418.6875 271.0625
 355.375  354.1875 508.     439.9375 265.25   387.     422.125  508.5625
 351.0625 376.625  502.375  378.0625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.62380787 0.7246899 ],187,186,1,0.6583616137504578,-3368738093455022160,0,1743750245.8743246,"[ 68.375  335.375  339.375  589.6875 362.     317.75   157.8125 346.125
 446.125  730.8125 196.5625 470.1875 350.4375 428.125  294.3125 360.5625
 418.625  542.375  453.0625 289.      95.125  501.5    423.125  273.0625
 359.9375 379.375  510.3125 443.0625 255.625  386.25   417.4375 498.0625
 430.8125 378.375  549.3125 387.3125]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.62725694 0.53538525],188,187,3,0.7246899008750916,-3368738093455022160,0,1743750256.5940661,"[143.875  370.75   348.375  579.25   350.6875 265.625  148.625  352.4375
 455.3125 680.     189.625  442.4375 358.5    418.375  289.5625 348.75
 400.25   529.125  467.625  283.625   85.8125 498.75   487.5625 186.375
 245.5    285.4375 422.     428.375  280.3125 405.9375 382.25   354.9375
 353.25   385.25   542.875  395.5   ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.63074074 0.58619404],189,188,1,0.535385251045227,-3368738093455022160,0,1743750268.776704,"[ 75.375  334.625  337.6875 589.25   365.25   316.125  161.1875 342.5625
 176.375  659.9375 198.3125 475.     341.     424.9375 301.0625 361.6875
 416.8125 542.0625 457.8125 283.9375  93.0625 495.875  415.6875 264.75
 351.875  372.875  498.375  346.75   256.4375 378.0625 418.     508.5
 399.375  377.5    536.125  381.25  ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.63422454 0.61476004],190,189,1,0.5861940383911133,-3368738093455022160,0,1743750281.2262774,"[ 75.3125 328.6875 333.375  587.8125 366.75   373.625  161.1875 336.625
 290.4375 640.4375 200.3125 480.125  340.8125 341.3125 307.375  368.4375
 416.0625 548.625  450.0625 285.1875  97.125  506.625  421.     267.0625
 291.625  316.     490.5    449.3125 264.875  387.5625 413.75   509.0625
 405.6875 378.625  540.6875 391.25  ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.63769676 0.61347568],191,190,1,0.6147600412368774,-3368738093455022160,0,1743750293.8562899,"[ 74.8125 326.75   331.5    589.75   361.875  300.625  160.75   339.25
 464.375  666.6875 201.9375 471.8125 347.5625 341.3125 303.1875 358.375
 408.0625 541.5625 453.0625 289.4375  96.1875 493.8125 424.3125 260.5
 298.375  362.375  486.     348.875  260.75   383.6875 416.     509.25
 412.     374.625  541.25   381.625 ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.64113426 0.4527548 ],192,191,3,0.6134756803512573,-3368738093455022160,0,1743750303.9863427,"[126.75   355.     344.1875 588.9375 354.5625 331.75   163.3125 339.0625
 173.9375 653.0625 190.3125 446.5    322.4375 331.3125 287.     365.9375
 389.8125 538.     454.875  283.      85.5    496.9375 535.0625 146.0625
 270.875  334.375  414.75   345.9375 264.1875 408.8125 399.9375 378.6875
 407.     390.8125 554.5    400.3125]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.64460648 0.49810991],193,192,3,0.45275479555130005,-3368738093455022160,0,1743750314.3860152,"[101.125  348.75   338.75   581.75   372.625  317.5625 158.3125 341.375
 263.125  642.5625 194.3125 466.875  328.5625 331.75   288.625  360.5625
 390.6875 527.375  449.     286.4375  90.     496.4375 519.3125 158.3125
 270.0625 338.     407.4375 429.5    257.5625 399.625  398.     372.9375
 398.5625 386.75   555.875  397.0625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.6480787  0.49512675],194,193,3,0.49810990691185,-3368738093455022160,0,1743750324.6587336,"[159.125  356.625  347.8125 576.4375 371.9375 250.6875 162.625  354.1875
 440.75   664.875  188.75   451.     335.875  331.8125 285.     355.1875
 398.5    532.75   483.1875 286.25    77.25   506.5    502.0625 152.5
 259.6875 297.     414.1875 428.625  282.     395.     372.9375 354.6875
 326.     369.3125 539.9375 393.    ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.65153935 0.57117528],195,194,1,0.49512675404548645,-3368738093455022160,0,1743750333.8554423,"[105.0625 356.25   348.25   582.0625 372.8125 321.3125 159.3125 347.25
 465.3125 668.1875 186.9375 459.4375 343.0625 332.9375 303.4375 361.0625
 406.625  544.625  452.5625 288.125   82.5625 486.     512.8125 141.9375
 267.     295.375  413.1875 427.5    245.1875 394.4375 386.5625 369.25
 438.375  390.625  548.125  398.625 ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.6550463  0.66521716],196,195,0,0.5711752772331238,-3368738093455022160,0,1743750346.3152158,"[ 77.5625 327.375  332.1875 589.75   373.6875 308.5    159.125  344.9375
 448.0625 681.3125 200.6875 506.75   365.8125 333.125  305.     365.9375
 428.4375 539.3125 457.125  279.0625  90.8125 493.75   520.6875 131.875
 352.25   365.8125 518.     436.1875 249.9375 381.1875 422.5    509.3125
 271.4375 380.4375 545.5625 390.0625]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
[0.65849537 0.44526085],197,196,3,0.6652171611785889,-3368738093455022160,0,1743750357.9547155,"[101.3125 325.125  321.625  547.5    355.25   250.625  157.6875 328.5625
 446.25   566.3125 199.25   478.0625 330.3125 325.9375 293.375  356.375
 420.     552.875  438.25   269.5625  96.0625 482.8125 472.375  169.625
 268.125  352.875  495.5625 351.25   231.625  407.875  380.125  357.875
 329.0625 342.25   512.6875 376.    ]",32,2,4,data/online/E5/P1/ESARSA/z2,RichTileCoder,0.1,1,0.01,0,0.9,0.1,*,1,P2,tc-ESARSA,,
