state,steps,frame,action,reward,config_id,seed,time,area,representation.tilings,environment.zone,representation.tiles,environment.path,representation.which_tc,epsilon,experiment.update_freq,experiment.step_duration,experiment.checkpoint,lambda,alpha,experiment.image_save_keys,representation.wrap_time,environment,algorithm,compatibility_mode,filepath
[1.74389172e+09],858,857,[0.398 0.762 0.324 0.    0.332 0.606],0.003984831961808818,-1218705839273047981,0,1743999377.7847064,"[169.875  627.6875 335.875  393.9375 421.75   352.75   438.0625 642.625
 518.6875 436.     243.3125 339.125  223.3125 250.5    102.75   424.375
 398.0625 279.875  156.5625 174.875  263.6875 601.9375 665.     215.25
 314.9375 214.8125 718.0625 500.0625 534.25   293.1875 308.8125 368.5
 496.125  467.75   462.375  306.375 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389202e+09],859,858,[0.398 0.762 0.324 0.    0.332 0.606],0.011420790428128153,-1218705839273047981,0,1743999388.4925106,"[152.5    624.4375 352.375  391.875  511.5625 380.8125 429.     567.375
 516.75   430.5    233.5625 331.0625 221.25   247.75   105.3125 429.3125
 400.     272.6875 158.25   175.9375 260.4375 612.875  658.6875 214.9375
 319.6875 227.4375 722.     504.9375 533.0625 296.     312.125  371.3125
 514.5625 477.5625 464.125  311.125 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389232e+09],860,859,[0.398 0.762 0.324 0.    0.332 0.606],0.007048722423612173,-1218705839273047981,0,1743999398.6914868,"[171.75   622.8125 351.     386.25   419.625  308.3125 427.875  644.875
 514.     432.25   300.375  325.4375 219.5625 254.375  113.375  426.875
 395.875  273.4375 165.75   181.9375 272.875  627.5    684.1875 223.5625
 322.25   223.0625 734.     514.6875 546.625  299.625  316.6875 430.5625
 517.6875 483.625  474.625  313.6875]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389262e+09],861,860,[0.398 0.762 0.324 0.    0.332 0.606],0.003161918576229371,-1218705839273047981,0,1743999408.8799849,"[162.0625 627.125  353.6875 390.8125 514.1875 195.1875 431.5    655.5
 517.3125 430.875  431.625  332.375  224.0625 252.125  111.375  443.25
 400.75   277.9375 159.4375 177.25   266.875  618.1875 675.0625 218.3125
 322.6875 212.625  731.0625 510.0625 539.4375 293.875  311.0625 366.1875
 504.     480.5625 470.8125 320.8125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389292e+09],862,861,[0.398 0.762 0.324 0.    0.332 0.606],-0.02028005049430705,-1218705839273047981,0,1743999418.9339647,"[152.625  614.9375 344.375  392.0625 418.875  228.1875 440.0625 639.875
 519.75   427.625  374.375  331.8125 211.375  252.4375 106.9375 433.0625
 392.125  273.     155.3125 174.375  266.375  604.625  666.3125 215.875
 312.4375 211.     722.25   505.     538.0625 295.8125 307.5625 362.25
 512.125  479.8125 459.875  307.8125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389322e+09],863,862,[0.398 0.762 0.324 0.    0.332 0.606],0.01797902301001834,-1218705839273047981,0,1743999429.259107,"[158.625  601.6875 325.875  387.75   514.9375 335.6875 428.     643.75
 522.125  424.8125 300.4375 335.125  222.9375 244.8125 107.5625 434.
 388.6875 269.0625 156.4375 175.25   263.1875 612.875  662.875  215.9375
 441.5625 210.75   713.4375 504.6875 525.9375 293.125  308.     360.6875
 501.75   476.25   452.625  316.3125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389352e+09],864,863,[0.398 0.762 0.324 0.    0.332 0.606],-0.008051989965344607,-1218705839273047981,0,1743999439.2586796,"[144.125  662.0625 296.75   389.3125 514.625  372.4375 438.125  653.0625
 515.75   427.5    241.125  325.6875 220.625  247.3125 109.25   436.375
 393.     266.8125 155.6875 175.1875 259.4375 610.8125 662.125  221.6875
 368.1875 207.9375 722.5    505.0625 528.8125 289.4375 313.5625 371.4375
 509.375  476.875  463.125  310.5   ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389382e+09],865,864,[0.398 0.762 0.324 0.    0.332 0.606],0.006341687047750225,-1218705839273047981,0,1743999449.3289618,"[144.1875 622.375  262.3125 392.875  518.25   378.125  432.875  818.1875
 524.75   431.625  245.     324.5625 209.4375 252.6875 112.875  435.125
 397.875  278.375  158.3125 172.375  264.5    616.1875 663.375  215.875
 429.75   209.125  720.0625 504.6875 528.4375 291.5    312.3125 364.5625
 500.5    485.1875 465.8125 316.3125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389412e+09],866,865,[0.398 0.762 0.324 0.    0.332 0.606],-0.020880599425270416,-1218705839273047981,0,1743999459.0425696,"[155.9375 629.25   312.6875 392.1875 427.4375 345.8125 426.3125 690.4375
 521.625  431.5625 235.3125 323.0625 208.5625 247.3125 107.625  430.0625
 392.25   272.3125 157.75   174.3125 267.125  609.875  659.75   217.3125
 325.5    214.6875 720.25   509.6875 530.75   292.875  312.8125 367.125
 509.4375 475.625  456.4375 314.0625]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389442e+09],867,866,[0.398 0.762 0.324 0.    0.332 0.606],0.01818567218562189,-1218705839273047981,0,1743999468.8513966,"[157.8125 624.1875 288.3125 390.1875 514.625  347.25   432.8125 761.4375
 517.5625 431.375  307.     324.0625 222.3125 250.625  102.0625 438.3125
 386.3125 266.1875 155.125  176.125  260.3125 594.4375 658.0625 212.4375
 422.5    217.5625 711.6875 498.1875 531.6875 287.1875 307.5625 361.375
 507.4375 478.875  453.875  309.75  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389472e+09],868,867,[0.398 0.762 0.324 0.    0.332 0.606],0.0145534344800042,-1218705839273047981,0,1743999478.8898423,"[149.5625 630.9375 235.875  393.4375 500.9375 338.125  444.0625 712.
 522.75   437.5625 310.375  324.6875 240.3125 251.     102.6875 439.0625
 393.625  276.625  156.375  180.6875 273.1875 621.625  676.75   217.5625
 442.1875 219.     733.5    514.375  544.3125 296.1875 318.1875 380.125
 507.6875 486.5    474.25   311.3125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389502e+09],869,868,[0.398 0.762 0.324 0.    0.332 0.606],-0.02437197765811911,-1218705839273047981,0,1743999489.0180438,"[164.0625 619.4375 274.125  388.375  426.4375 262.3125 440.75   729.6875
 517.4375 431.125  419.375  332.0625 220.125  253.8125 109.5    434.375
 391.0625 268.9375 156.625  178.9375 262.     612.625  663.9375 220.625
 327.     222.25   623.625  509.375  500.3125 291.0625 316.5625 362.125
 505.8125 488.4375 463.6875 314.75  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389532e+09],870,869,[0.398 0.762 0.324 0.    0.332 0.606],-0.007782170751979545,-1218705839273047981,0,1743999498.7753963,"[150.9375 635.25   235.4375 395.1875 514.5625 375.375  434.1875 826.4375
 520.     434.     233.375  331.0625 240.5625 255.0625 109.5625 432.25
 394.1875 284.125  152.125  172.25   256.0625 606.4375 652.9375 213.8125
 310.4375 219.9375 718.25   499.25   489.375  286.5    308.0625 357.5625
 500.5625 476.375  463.375  308.75  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389562e+09],871,870,[0.398 0.762 0.324 0.    0.332 0.606],0.0011258004187470543,-1218705839273047981,0,1743999508.9319897,"[140.5625 625.0625 230.75   387.25   495.4375 219.5    406.75   759.
 521.8125 434.9375 390.875  324.1875 221.6875 245.6875 111.4375 431.4375
 395.25   277.5    159.5    178.25   265.8125 604.75   674.3125 216.4375
 320.625  213.3125 724.     508.25   542.125  291.4375 316.6875 366.6875
 502.     482.125  464.1875 310.0625]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389592e+09],872,871,[0.398 0.762 0.324 0.    0.332 0.606],0.0032378106375187056,-1218705839273047981,0,1743999519.0484984,"[152.25   631.5    218.1875 390.8125 492.875  381.875  405.875  793.0625
 520.625  435.3125 237.3125 325.5625 215.625  254.1875 105.8125 423.0625
 388.6875 278.0625 159.625  178.3125 268.6875 617.4375 666.8125 216.625
 322.     223.625  726.0625 508.4375 549.5625 296.4375 315.75   363.
 500.5    478.75   472.625  319.75  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389622e+09],873,872,[0.398 0.762 0.324 0.    0.332 0.606],0.00834925053895995,-1218705839273047981,0,1743999529.1573873,"[159.5    630.3125 216.875  389.0625 522.8125 378.9375 429.25   858.375
 519.125  429.75   301.6875 327.5625 204.375  251.9375 108.375  426.
 391.125  275.75   156.25   180.1875 269.3125 616.5    672.3125 221.3125
 334.3125 214.9375 728.5    506.6875 539.75   294.8125 318.4375 371.8125
 501.125  481.75   465.4375 308.1875]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389652e+09],874,873,[0.398 0.762 0.324 0.    0.332 0.606],-0.014774848010416853,-1218705839273047981,0,1743999539.2553475,"[146.6875 631.25   215.0625 389.75   507.875  228.375  419.0625 710.625
 520.875  436.125  379.3125 326.     210.25   247.5    116.     414.625
 393.9375 274.5625 157.375  174.6875 259.9375 608.625  664.25   216.375
 336.75   215.3125 719.25   511.9375 531.375  291.5    308.9375 357.4375
 510.375  470.5625 465.375  306.6875]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389682e+09],875,874,[0.398 0.762 0.324 0.    0.332 0.606],0.0025319201614362845,-1218705839273047981,0,1743999549.6034122,"[159.     635.     218.5625 392.3125 425.875  226.4375 438.6875 795.25
 531.0625 444.25   401.     323.5    200.1875 250.375  108.1875 423.75
 401.0625 285.0625 156.5625 177.625  264.25   613.4375 671.     219.3125
 336.0625 209.625  726.0625 505.5625 537.0625 290.25   306.875  362.75
 501.75   475.     482.875  313.8125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389712e+09],876,875,[0.398 0.762 0.324 0.    0.332 0.606],-0.003220238578636259,-1218705839273047981,0,1743999560.0972905,"[146.3125 638.375  219.0625 391.75   428.0625 346.6875 437.375  795.6875
 520.875  436.625  228.5    330.25   210.3125 254.375  113.875  437.1875
 395.8125 298.4375 158.8125 173.1875 263.     603.1875 666.0625 225.5
 328.     212.3125 716.3125 507.3125 544.125  291.875  308.5    365.625
 506.0625 474.6875 475.9375 305.9375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389742e+09],877,876,[0.398 0.762 0.324 0.    0.332 0.606],0.005523546968349133,-1218705839273047981,0,1743999570.3585775,"[153.1875 626.125  164.5625 391.4375 503.1875 367.9375 424.4375 861.5
 524.5    436.625  232.5625 329.625  234.625  251.6875 104.5    443.0625
 391.625  276.0625 159.8125 178.8125 265.4375 605.625  667.3125 218.5625
 330.25   222.4375 724.375  507.5    535.875  292.625  311.25   364.5625
 509.5625 470.375  474.625  309.8125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389772e+09],878,877,[0.398 0.762 0.324 0.    0.332 0.606],0.005313911867464844,-1218705839273047981,0,1743999580.5748909,"[148.8125 627.375  320.5625 394.5625 506.125  338.8125 426.75   678.375
 521.375  438.8125 242.3125 327.1875 215.1875 257.25   104.8125 447.875
 391.5    265.25   155.625  173.1875 260.625  601.5625 661.5625 214.125
 331.3125 212.375  712.375  499.375  537.     293.8125 306.     362.4375
 497.625  467.625  468.75   313.9375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389802e+09],879,878,[0.398 0.762 0.324 0.    0.332 0.606],-0.00360945906602945,-1218705839273047981,0,1743999590.8589215,"[156.625  624.5    209.5    393.5    506.6875 308.875  428.6875 776.125
 517.9375 432.4375 216.5625 332.     226.125  249.8125 104.625  446.9375
 389.9375 271.     154.9375 175.375  260.125  603.5625 662.9375 213.625
 436.4375 212.625  718.     503.     541.3125 290.1875 310.5    360.4375
 501.75   472.0625 473.5    313.3125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389832e+09],880,879,[0.398 0.762 0.324 0.    0.332 0.606],0.003501949012345866,-1218705839273047981,0,1743999600.965817,"[157.75   626.     212.     390.3125 506.875  375.5625 445.0625 708.125
 519.3125 433.0625 247.5625 334.1875 200.9375 250.5625 106.25   454.375
 391.0625 273.8125 159.9375 176.75   265.6875 604.625  674.9375 218.4375
 380.375  211.375  728.0625 506.1875 492.75   295.0625 308.6875 366.6875
 503.9375 471.6875 484.125  314.6875]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389862e+09],881,880,[0.398 0.762 0.324 0.    0.332 0.606],0.01774439906370958,-1218705839273047981,0,1743999611.2015817,"[154.3125 620.5625 297.25   387.625  507.875  379.125  437.4375 754.75
 521.9375 437.125  246.0625 331.75   218.4375 253.4375 105.125  456.5625
 396.6875 276.125  160.375  181.75   270.1875 617.3125 675.5    218.75
 381.625  237.8125 727.8125 511.     495.1875 299.     317.875  372.1875
 504.5    481.5625 479.8125 312.    ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389892e+09],882,881,[0.398 0.762 0.324 0.    0.332 0.606],-0.008963309061147857,-1218705839273047981,0,1743999621.6714246,"[164.375  630.5    291.875  397.875  416.1875 348.5625 435.375  618.5
 517.5625 430.375  248.375  325.6875 211.75   255.1875 102.3125 461.4375
 395.125  274.125  156.5625 178.5    263.25   607.1875 670.375  214.8125
 429.3125 215.0625 730.25   505.9375 544.     302.0625 310.9375 365.25
 515.4375 476.5    478.125  313.875 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389922e+09],883,882,[0.398 0.762 0.324 0.    0.332 0.606],0.016070452439329513,-1218705839273047981,0,1743999631.9169738,"[141.625  631.125  289.25   389.25   505.     372.375  427.25   665.625
 523.0625 436.875  237.6875 324.4375 225.0625 255.     102.125  460.3125
 395.9375 289.25   154.9375 177.1875 267.75   607.     670.1875 220.875
 431.375  212.5625 721.625  508.9375 534.125  303.375  313.625  425.375
 502.1875 474.     482.75   307.5   ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389952e+09],884,883,[0.398 0.762 0.324 0.    0.332 0.606],-0.002737559105029491,-1218705839273047981,0,1743999642.1802378,"[152.0625 628.4375 300.875  391.9375 505.     280.6875 410.5625 662.75
 529.25   443.375  351.5    322.75   235.25   258.6875 101.25   466.0625
 396.8125 282.875  157.5625 179.625  271.     601.9375 668.     217.875
 432.     213.5625 721.0625 503.3125 542.3125 297.375  310.375  364.75
 502.25   481.25   469.8125 309.4375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74389982e+09],885,884,[0.398 0.762 0.324 0.    0.332 0.606],-0.0013744764646494937,-1218705839273047981,0,1743999652.4397504,"[163.4375 629.3125 296.9375 403.375  509.25   345.4375 430.625  623.875
 529.6875 445.5625 231.9375 325.3125 223.375  253.4375 103.8125 442.
 395.9375 283.75   159.375  180.5    270.125  607.5625 675.25   220.5625
 435.0625 217.5    735.5    506.5    546.6875 296.75   312.1875 360.0625
 517.8125 481.75   477.6875 311.3125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390012e+09],886,885,[0.398 0.762 0.324 0.    0.332 0.606],-0.02069768835118738,-1218705839273047981,0,1743999662.8574438,"[166.     615.0625 272.     388.125  521.375  341.625  410.375  699.0625
 518.6875 430.9375 222.8125 322.1875 208.125  252.9375 109.625  438.125
 385.8125 279.8125 154.8125 178.25   268.75   596.75   670.9375 217.4375
 429.875  205.8125 727.875  507.625  441.75   295.875  309.     430.8125
 504.1875 476.9375 469.4375 312.25  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390042e+09],887,886,[0.398 0.762 0.324 0.    0.332 0.606],0.013791220056138795,-1218705839273047981,0,1743999672.8749225,"[141.6875 625.375  286.875  391.3125 520.0625 374.6875 404.6875 765.8125
 523.5    435.6875 307.     325.8125 213.4375 257.75   103.5    430.3125
 386.25   271.1875 157.25   174.375  268.1875 594.5    662.8125 218.25
 436.0625 214.375  715.9375 500.875  533.75   291.6875 312.9375 366.1875
 485.6875 476.0625 466.     311.5625]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390072e+09],888,887,[0.398 0.762 0.324 0.    0.332 0.606],0.006532311288506132,-1218705839273047981,0,1743999683.2980661,"[149.875  627.4375 281.125  385.6875 529.5625 382.125  437.8125 700.4375
 527.4375 440.375  242.4375 332.     240.     256.75   108.0625 434.5625
 390.8125 276.9375 155.625  178.3125 264.8125 600.75   665.3125 216.4375
 439.75   214.9375 728.625  505.9375 544.3125 291.9375 313.6875 363.9375
 500.5    478.625  470.     310.9375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390102e+09],889,888,[0.398 0.762 0.324 0.    0.332 0.606],-0.0208490320935775,-1218705839273047981,0,1743999693.9224265,"[145.625  630.75   276.9375 387.875  434.     353.5625 410.6875 616.5625
 528.4375 443.5625 212.9375 326.0625 217.4375 256.6875 106.625  441.25
 393.5    283.3125 158.6875 178.6875 268.6875 603.3125 673.8125 217.375
 375.0625 215.     723.5    508.1875 542.75   290.5    309.6875 369.375
 512.5    486.5625 479.875  308.8125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390132e+09],890,889,[0.398 0.762 0.324 0.    0.332 0.606],0.02210108030217614,-1218705839273047981,0,1743999704.4577985,"[162.6875 634.1875 275.375  397.875  516.6875 382.125  413.875  692.4375
 527.125  438.75   322.0625 334.75   210.4375 256.8125 109.     439.375
 398.25   265.     156.1875 178.5625 269.25   604.1875 665.5    220.25
 439.25   212.75   732.0625 509.375  490.75   294.25   309.75   366.
 511.4375 487.625  477.0625 317.125 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390162e+09],891,890,[0.398 0.762 0.324 0.    0.332 0.606],-0.01166993547900435,-1218705839273047981,0,1743999714.8137066,"[147.8125 631.25   277.375  382.875  511.5    387.6875 415.5    697.5625
 527.8125 440.     236.6875 335.125  222.625  256.6875 105.625  442.625
 392.375  274.5    157.625  177.375  267.9375 604.625  661.625  215.375
 424.375  211.4375 717.6875 505.75   489.75   290.4375 306.25   367.625
 506.5    481.6875 480.     308.4375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390192e+09],892,891,[0.398 0.762 0.324 0.    0.332 0.606],0.001726168760434964,-1218705839273047981,0,1743999724.78123,"[153.875  632.25   274.25   396.375  504.5625 340.     439.     609.125
 531.8125 441.1875 312.9375 329.125  209.9375 262.125  104.4375 449.8125
 400.5625 274.5    154.9375 176.125  265.1875 597.8125 662.     217.9375
 377.0625 216.875  726.1875 502.125  495.6875 294.0625 306.75   363.5625
 501.5625 481.6875 481.9375 313.375 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390222e+09],893,892,[0.398 0.762 0.324 0.    0.332 0.606],-0.017408653320227944,-1218705839273047981,0,1743999734.6723094,"[152.1875 622.5625 276.3125 383.375  501.5    329.6875 418.8125 683.3125
 526.875  433.875  247.     334.5    204.375  251.375  111.     445.1875
 391.0625 273.0625 156.25   173.375  261.0625 592.125  664.375  216.5
 430.3125 207.75   717.0625 497.5625 486.1875 285.5    305.25   358.25
 488.5    478.5    469.8125 304.875 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390252e+09],894,893,[0.398 0.762 0.324 0.    0.332 0.606],0.002515070460256581,-1218705839273047981,0,1743999744.9721003,"[166.0625 624.1875 275.6875 393.625  507.375  374.3125 429.1875 687.375
 532.5    440.875  215.4375 328.8125 200.125  263.3125 104.75   460.6875
 398.8125 278.     154.125  170.6875 258.125  590.9375 650.3125 211.25
 365.3125 212.625  708.6875 499.5    486.375  288.25   303.9375 353.9375
 506.0625 472.5625 468.0625 309.6875]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390282e+09],895,894,[0.398 0.762 0.324 0.    0.332 0.606],0.004760674743182195,-1218705839273047981,0,1743999754.58699,"[159.4375 635.125  273.4375 395.8125 416.3125 359.25   438.3125 686.5625
 527.5625 440.1875 312.3125 325.875  213.5    260.875  105.     458.4375
 397.875  273.75   154.875  177.8125 265.5625 605.125  666.1875 215.625
 355.1875 206.8125 721.1875 502.8125 490.3125 289.1875 306.375  371.3125
 506.9375 475.     474.625  316.75  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390312e+09],896,895,[0.398 0.762 0.324 0.    0.332 0.606],0.01252828522769089,-1218705839273047981,0,1743999764.4121358,"[128.6875 638.1875 269.1875 394.8125 505.25   374.3125 430.75   608.875
 533.75   444.4375 321.875  329.8125 206.25   259.0625 107.25   457.6875
 401.5    281.875  155.9375 174.125  262.4375 593.75   654.5625 215.375
 368.625  210.875  715.5    495.875  532.0625 285.1875 304.1875 363.5
 505.4375 472.6875 476.1875 310.4375]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390342e+09],897,896,[0.398 0.762 0.324 0.    0.332 0.606],-0.009549594716916195,-1218705839273047981,0,1743999774.694841,"[143.8125 628.3125 281.6875 393.8125 528.5625 230.4375 431.0625 771.5
 539.5625 441.4375 386.5    334.625  214.625  259.875  102.6875 462.125
 396.125  272.1875 157.0625 176.0625 267.9375 596.     664.6875 216.6875
 359.0625 209.625  729.5    503.6875 449.4375 288.0625 299.1875 365.4375
 508.3125 473.4375 482.375  314.5   ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390372e+09],898,897,[0.398 0.762 0.324 0.    0.332 0.606],-0.0011606947876845262,-1218705839273047981,0,1743999784.741326,"[147.5    630.25   269.5    395.5625 531.0625 380.75   422.9375 723.375
 537.9375 445.75   239.     336.25   207.125  259.4375 104.9375 462.625
 404.5625 274.75   154.375  178.     261.125  592.875  661.8125 216.0625
 378.3125 212.5625 713.9375 499.625  445.9375 291.     307.3125 363.4375
 500.625  470.875  476.9375 310.25  ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390402e+09],899,898,[0.398 0.762 0.324 0.    0.332 0.606],0.01808906344034003,-1218705839273047981,0,1743999795.0320735,"[211.9375 619.9375 267.625  392.125  532.5    362.5    446.125  681.125
 533.6875 443.     244.625  333.75   223.75   255.8125 103.8125 451.25
 397.     271.625  157.125  176.625  263.75   598.3125 663.9375 216.6875
 439.5625 226.625  721.875  504.0625 547.8125 295.1875 303.     360.6875
 507.25   474.1875 479.9375 313.3125]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390432e+09],900,899,[0.398 0.762 0.324 0.    0.332 0.606],-0.01050099056962285,-1218705839273047981,0,1743999805.0687752,"[149.375  629.25   273.4375 401.75   530.8125 228.125  429.8125 682.9375
 536.4375 452.25   399.9375 334.875  231.     261.6875 104.25   460.1875
 399.     278.4375 159.375  180.1875 269.0625 594.6875 672.3125 219.5
 336.625  222.3125 731.125  505.875  459.125  298.5    309.0625 360.1875
 515.1875 479.3125 474.3125 312.625 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
[1.74390462e+09],901,900,[0.398 0.762 0.324 0.    0.332 0.606],-0.008094774591639526,-1218705839273047981,0,1743999815.0554342,"[129.1875 629.5    264.8125 391.625  522.8125 367.5    422.5625 727.8125
 536.6875 439.4375 210.4375 332.625  206.1875 255.9375 102.8125 448.
 390.1875 276.5625 158.1875 179.875  269.     594.625  663.5625 215.25
 343.625  213.375  725.875  506.5625 544.3125 294.     314.4375 364.75
 503.5    474.8125 472.125  313.125 ]",,1,,data/online/E5/P1/Spreadsheet-Poisson/z1,,,1,0.01,0,,,*,,P2,Poisson,0,experiments/online/E5/P1/poisson.xlsx
