action,reward,area,config_id,time,seed,state,frame,steps,actions,experiment.step_duration,experiment.update_freq,environment.zone,environment,algorithm,filepath,compatibility_mode
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.127799475650593,"[199.25   304.4375  99.75   240.125  104.5625   0.     203.25     0.
  18.9375 327.1875 100.8125 137.125   99.3125  75.3125 153.1875  25.1875
  17.5625 253.875  101.5    244.     251.     103.25   104.375  201.625
   9.75    44.      38.0625  51.3125  35.6875 203.8125  71.1875  58.25
  54.5625  31.75    60.625  164.3125]",-1347286817994662909,1745250240.6564717,0,[1.74525021e+09],1376,1377,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.675  0.2187 0.2187 0.     0.     0.    ],1.2391297494354305,"[551.75   506.75   432.8125 448.125  463.4375 481.0625 599.875  787.
 629.25   348.375  372.75   513.5625 302.8125 403.5    349.25   419.25
 395.1875 444.875  370.625  464.9375 338.0625 412.1875 331.9375 566.5
 643.1875 223.625  750.625  550.6875 457.1875 372.9375 503.875  552.375
 597.25   291.75   299.375  654.3125]",-1347286817994662909,1745250827.7021005,0,[1.74525081e+09],1377,1378,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.    0.324 0.324 0.    1.    0.606],-1.240365018875294,"[251.125  409.5625 212.3125 238.0625  65.0625  14.     105.75    18.4375
   4.375  118.75    37.8125  79.      39.75    67.625  320.3125  32.1875
  29.6875 201.5625  85.5    247.4375 192.1875 105.8125 106.875  303.8125
  15.5625  47.875  106.6875  27.4375  77.625  253.4375   9.0625  33.5
 265.125    4.375   58.     164.    ]",-1347286817994662909,1745251441.4362314,0,[1.74525141e+09],1378,1379,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.    0.324 0.324 0.    1.    0.606],1.198084253462997,"[441.4375 440.8125 417.8125 375.8125 306.25   416.375  447.125  670.
 619.     282.75   463.1875 576.6875 322.1875 327.     404.25   324.625
 473.25   496.625  288.625  375.8125 290.8125 318.0625 258.375  489.4375
 590.5625 178.6875 600.     560.625  503.0625 337.8125 526.0625 576.5625
 626.75   312.4375 325.5    659.1875]",-1347286817994662909,1745252028.5289078,0,[1.74525201e+09],1379,1380,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.    0.324 0.324 0.    1.    0.606],0.0028872148949702146,"[421.3125 433.8125 409.6875 368.625  314.625  405.5    467.375  684.875
 623.1875 294.     486.     578.5625 304.25   330.     402.6875 342.875
 521.9375 495.25   244.875  397.125  280.25   312.1875 245.375  469.25
 595.875  178.4375 608.4375 554.75   509.75   341.     519.875  579.5625
 608.6875 300.5625 310.125  656.9375]",-1347286817994662909,1745252628.191553,0,[1.74525261e+09],1380,1381,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.    0.324 0.324 0.    1.    0.606],-0.003998722541665591,"[429.75   441.5    408.4375 376.5    307.875  417.375  508.9375 679.6875
 575.     291.25   474.5625 591.     296.     335.25   389.3125 327.5
 529.5625 453.     237.0625 388.25   288.6875 321.5625 248.1875 457.3125
 601.0625 175.375  589.25   552.0625 507.5    331.5    524.125  585.8125
 616.25   308.875  307.75   655.9375]",-1347286817994662909,1745253228.6169646,0,[1.74525321e+09],1381,1382,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.675  0.2187 0.2187 0.     0.     0.    ],0.010067148253514843,"[455.4375 435.125  415.     365.8125 201.0625 389.5    473.4375 692.6875
 613.625  304.875  512.875  588.3125 306.375  358.125  394.8125 332.875
 541.3125 481.3125 280.375  376.3125 280.8125 324.0625 263.5625 454.3125
 594.     178.8125 602.75   549.9375 515.8125 330.625  521.375  581.625
 609.25   351.25   310.4375 654.125 ]",-1347286817994662909,1745253828.7142391,0,[1.74525381e+09],1382,1383,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.675  0.2187 0.2187 0.     0.     0.    ],-1.1476110639817956,"[209.25   335.625  235.0625 290.0625  42.8125   0.     203.25     9.125
  43.0625  40.875   31.5    234.5625 127.1875 202.375  184.0625  49.8125
  21.5    257.5625 124.5625 266.625  196.4375 101.4375  97.1875 344.375
  45.8125  82.8125  70.3125  48.8125  73.6875 146.375    8.25    31.5
 146.125   11.8125 104.5625 137.375 ]",-1347286817994662909,1745254441.036252,0,[1.74525441e+09],1383,1384,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.031178889866498093,"[209.75   363.1875 177.6875 247.5    103.125   21.1875 223.9375  32.5
  69.75   138.9375  20.75   107.6875  80.      80.6875 132.6875  14.6875
  61.875  479.0625  91.125  247.75   195.3125 115.625  130.25   326.6875
  65.1875  40.3125 125.625   19.0625  46.125  230.9375  21.0625  27.9375
 150.8125  33.8125  57.25   191.25  ]",-1347286817994662909,1745255041.3814554,0,[1.74525501e+09],1384,1385,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],1.2077236801272688,"[520.9375 492.75   438.9375 455.5    464.     477.875  597.875  762.3125
 633.125  334.1875 376.125  517.75   315.25   400.4375 331.6875 419.9375
 410.3125 463.5    315.0625 485.625  341.5    406.625  318.4375 564.5625
 645.75   229.3125 725.8125 589.375  491.5625 380.     506.125  559.5
 617.4375 286.75   297.125  662.75  ]",-1347286817994662909,1745255627.848349,0,[1.74525561e+09],1385,1386,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.657496 1.258824 0.535248 0.       0.548464 1.001112],-0.0013611970878343001,"[477.8125 451.625  423.375  455.5    450.     495.125  611.6875 786.4375
 649.25   373.     373.875  513.8125 297.0625 398.3125 321.5    421.1875
 432.625  481.9375 334.4375 516.25   333.375  400.25   319.375  577.625
 629.625  223.625  801.5625 531.9375 528.25   373.875  501.5625 580.3125
 585.125  284.5    289.9375 658.125 ]",-1347286817994662909,1745256227.7423913,0,[1.74525621e+09],1386,1387,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0.007413303226287392,"[488.6875 478.125  433.5625 474.8125 473.25   507.75   619.     872.3125
 633.1875 364.375  383.25   515.1875 317.625  335.3125 322.3125 418.0625
 489.3125 532.625  301.4375 475.8125 380.6875 400.1875 321.375  566.8125
 641.9375 217.0625 722.5    531.8125 475.6875 371.4375 504.1875 576.1875
 598.6875 290.75   298.75   657.8125]",-1347286817994662909,1745256827.7177758,0,[1.74525681e+09],1387,1388,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.26865 0.51435 0.2187  0.      0.2241  0.40905],-0.1152648410737873,"[210.125  241.5625 114.4375 395.9375 421.875  397.     485.875  785.3125
 603.875  484.0625 368.375  503.75   436.5    330.125  268.5625 318.0625
 444.5625 460.25   214.9375 399.3125 336.1875 378.625  279.3125 518.5625
 586.8125 196.8125 697.25   524.8125 460.125  349.4375 479.875  536.875
 592.5625 286.8125 287.875  628.8125]",-1347286817994662909,1745257431.1323264,0,[1.74525741e+09],1388,1389,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.26865 0.51435 0.2187  0.      0.2241  0.40905],-0.01723887888942352,"[229.1875 191.375  120.8125 296.25   379.0625 393.125  573.6875 746.5625
 598.0625 302.625  447.4375 502.3125 283.6875 319.9375 280.1875 377.4375
 430.8125 440.9375 221.125  393.5625 338.25   385.75   277.375  512.75
 585.125  204.6875 697.625  544.1875 511.5625 364.8125 483.875  545.5
 599.6875 285.1875 293.1875 626.5625]",-1347286817994662909,1745258031.6364255,0,[1.74525801e+09],1389,1390,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0.01723887888942352,"[200.3125 227.0625 126.625  408.0625 375.     395.1875 560.3125 731.6875
 627.375  317.8125 517.6875 506.1875 289.4375 420.9375 274.125  365.125
 469.6875 455.5625 204.     391.5625 304.375  392.8125 279.     514.875
 584.25   195.5    711.8125 526.4375 458.625  360.125  488.6875 550.125
 587.5    266.875  286.25   621.5   ]",-1347286817994662909,1745258631.8902693,0,[1.74525861e+09],1390,1391,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.007942735217686204,"[221.1875 255.5    105.125  396.75   396.9375 359.8125 595.8125 729.125
 613.3125 288.0625 361.25   491.5    273.375  420.5    264.625  376.5625
 420.8125 449.     194.25   406.5625 284.3125 397.5625 279.9375 512.5
 583.0625 196.4375 669.9375 503.875  505.375  358.75   486.8125 554.75
 609.3125 364.5625 284.25   619.1875]",-1347286817994662909,1745259232.3686922,0,[1.74525921e+09],1391,1392,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.33004314979174193,"[ 491.75    456.6875  346.375   476.5     459.5625  193.25    383.25
  352.9375  307.375  1441.75     34.9375   15.375   573.       46.625
   15.4375  194.3125   97.875    71.1875  215.0625  500.6875  317.0625
  339.25    321.375   509.1875  312.8125  157.6875  517.375   152.6875
  188.125   206.      171.25    333.3125  417.6875  147.75    187.125
  430.375 ]",-1347286817994662909,1745259840.8392198,0,[1.74525981e+09],1392,1393,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.03606614994341324,"[ 254.375   437.      345.5625  691.875   358.125   180.25    222.5625
  387.3125  296.8125 1613.875    41.5      32.      152.9375  488.5
  341.6875  213.25    105.25     91.6875  272.8125  478.625   315.1875
  504.375   297.25    520.5625  395.0625  158.5625  557.1875  244.25
  259.875   257.1875  208.875   324.6875  394.75    151.9375  177.4375
  412.3125]",-1347286817994662909,1745260440.4187474,0,[1.74526041e+09],1393,1394,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.07977511589467776,"[ 244.375    85.1875  348.875   767.25    876.625   176.8125  551.
  411.25    277.8125 1296.125    28.75     40.875   120.375    65.875
   30.0625  697.125    96.125   109.3125  213.875   487.125   302.6875
  336.3125  289.125   485.1875  319.9375  160.6875  531.1875  198.5
  210.5     257.5     185.75    322.375   431.25    112.3125  178.
  433.625 ]",-1347286817994662909,1745261039.456242,0,[1.74526101e+09],1394,1395,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.398 0.762 0.324 0.    0.332 0.606],0.04408960417083722,"[521.3125 439.25   347.0625 445.5625 332.1875 179.5625 521.     361.25
 300.5625 277.75    38.3125  21.     594.1875  57.0625  28.6875 199.1875
 108.8125  82.6875 275.5    470.8125 319.5    570.3125 296.25   505.9375
 343.125  156.6875 517.875  207.4375 205.125  251.4375 200.1875 278.375
 438.8125 127.3125 188.125  375.8125]",-1347286817994662909,1745261639.588765,0,[1.74526161e+09],1395,1396,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.398 0.762 0.324 0.    0.332 0.606],0.3447586480196533,"[344.6875 408.75   319.875  408.     419.25   362.75   495.125  758.4375
 621.8125 358.8125 332.25   466.75   408.1875 318.6875 262.25   317.8125
 429.1875 398.8125 265.875  431.875  349.375  415.5    304.875  550.375
 591.1875 211.6875 690.25   514.125  456.0625 357.8125 467.25   550.375
 590.375  280.0625 293.3125 640.875 ]",-1347286817994662909,1745262234.0741704,0,[1.74526221e+09],1396,1397,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.       0.535248 0.535248 0.       1.652    1.001112],0.012108512090122162,"[366.1875 424.0625 346.75   443.25   336.75   402.875  512.75   686.125
 604.5625 404.875  325.5625 446.875  354.125  367.125  253.3125 325.6875
 475.75   391.125  281.625  430.125  330.5625 415.5625 304.0625 546.
 590.1875 209.9375 723.6875 508.5625 486.375  355.3125 472.5625 547.3125
 596.1875 279.8125 296.9375 637.0625]",-1347286817994662909,1745262832.5400655,0,[1.74526281e+09],1397,1398,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.       0.535248 0.535248 0.       1.652    1.001112],0.05344235077237518,"[421.875  412.1875 343.125  377.375  313.8125 422.0625 474.8125 712.8125
 664.5625 448.6875 411.5    591.375  345.4375 439.375  421.0625 318.75
 509.5625 486.75   274.375  386.0625 292.375  331.4375 262.75   456.5
 624.875  209.375  620.     594.1875 540.25   376.875  548.4375 620.6875
 614.9375 303.1875 321.3125 663.75  ]",-1347286817994662909,1745263430.3940017,0,[1.74526341e+09],1398,1399,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.       0.535248 0.535248 0.       1.652    1.001112],0.004402323565715012,"[367.25   406.5625 343.125  369.375  324.125  412.4375 467.6875 745.9375
 673.8125 249.75   588.25   575.375  363.4375 417.4375 413.375  351.
 548.625  512.5625 232.4375 370.9375 309.75   370.875  260.375  477.3125
 614.5625 202.75   625.625  588.6875 548.625  379.125  556.5    592.4375
 617.0625 297.     323.0625 655.8125]",-1347286817994662909,1745264031.462963,0,[1.74526401e+09],1399,1400,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.       0.535248 0.535248 0.       1.652    1.001112],0.004278605191206582,"[399.1875 435.4375 337.25   390.625  300.     483.5625 482.5    578.4375
 650.75   437.6875 425.     583.1875 342.9375 452.3125 415.4375 347.4375
 576.875  545.5    295.6875 374.0625 292.875  325.5625 257.25   472.8125
 596.25   205.0625 612.6875 585.     517.8125 386.5    556.0625 591.0625
 624.75   301.125  320.5625 663.    ]",-1347286817994662909,1745264631.740793,0,[1.74526461e+09],1400,1401,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.       0.535248 0.535248 0.       1.652    1.001112],-0.005844017987356668,"[379.6875 388.25   344.4375 378.     320.875  446.9375 507.4375 645.25
 654.25   420.375  417.375  596.8125 376.4375 376.8125 414.4375 314.125
 576.3125 517.1875 230.4375 399.1875 295.1875 318.75   266.1875 487.1875
 621.6875 207.3125 637.     593.4375 492.625  384.25   560.5    624.0625
 624.4375 295.9375 309.4375 662.5625]",-1347286817994662909,1745265231.8560297,0,[1.74526521e+09],1401,1402,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.       0.535248 0.535248 0.       1.652    1.001112],0.006505606096699435,"[357.5625 392.     386.8125 374.0625 335.0625 438.5625 474.75   664.25
 637.5625 450.6875 415.6875 588.25   411.0625 370.375  413.5    400.6875
 458.5    526.     245.5625 356.75   286.0625 351.3125 266.75   478.3125
 621.6875 205.6875 637.875  579.4375 530.375  381.375  555.     595.8125
 614.125  402.3125 308.4375 647.875 ]",-1347286817994662909,1745265832.5310113,0,[1.74526581e+09],1402,1403,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.01659134990370669,"[364.1875 410.375  395.125  375.8125 310.75   363.125  489.3125 570.625
 650.4375 426.8125 412.875  595.8125 352.375  359.875  422.5    309.125
 470.4375 545.     259.3125 378.75   302.4375 335.1875 263.3125 485.
 598.5    203.9375 617.1875 571.875  523.3125 377.9375 548.9375 625.0625
 614.5625 423.4375 330.0625 665.5   ]",-1347286817994662909,1745266432.8465269,0,[1.74526641e+09],1403,1404,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.005882163717797015,"[441.1875 482.5    460.1875 482.5625 368.8125 461.25   429.5    710.375
 616.1875 296.     436.1875 525.8125 263.9375 389.4375 234.9375 330.5625
 420.     479.75   308.625  432.25   367.     408.625  283.125  555.375
 606.0625 206.625  634.8125 545.3125 489.6875 339.0625 474.5625 520.5
 563.5625 399.25   262.0625 598.5   ]",-1347286817994662909,1745267027.7595856,0,[1.74526701e+09],1404,1405,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.02310927413676953,"[461.5    448.125  423.4375 406.625  398.6875 434.6875 409.6875 749.0625
 618.125  293.1875 409.5    523.125  288.75   389.9375 220.     325.
 475.25   474.625  255.6875 385.125  335.875  400.25   292.75   544.3125
 620.75   205.25   645.4375 510.25   486.125  345.125  475.25   519.5
 558.3125 375.3125 259.375  618.1875]",-1347286817994662909,1745267626.5821338,0,[1.74526761e+09],1405,1406,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.1393 0.2667 0.1134 0.     0.1162 0.2121],-0.06897108633656839,"[429.625  412.     420.     425.6875 341.25   415.125  432.75   662.4375
 547.875  385.0625 282.1875 499.375  241.0625 364.6875 202.625  306.
 441.6875 402.8125 253.5625 422.5    324.375  367.0625 267.0625 505.1875
 582.375  187.3125 600.5    476.625  448.125  306.1875 443.6875 484.125
 517.6875 285.5    245.6875 560.1875]",-1347286817994662909,1745268226.3854423,0,[1.74526821e+09],1406,1407,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.1393 0.2667 0.1134 0.     0.1162 0.2121],0.002634227529356576,"[441.125  396.9375 394.25   436.0625 433.5    396.625  377.0625 695.375
 526.6875 298.25   269.125  479.4375 223.8125 304.0625 201.1875 300.375
 467.1875 380.4375 226.4375 415.9375 298.5625 385.1875 293.3125 534.8125
 594.1875 194.9375 620.625  495.875  465.5    320.8125 460.5    519.4375
 560.125  321.625  264.5625 597.3125]",-1347286817994662909,1745268826.6223242,0,[1.74526881e+09],1407,1408,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.652    0.535248 0.535248 0.       0.       0.      ],-0.005348025765431613,"[405.8125 406.375  435.4375 420.625  456.8125 516.1875 384.8125 753.625
 568.9375 306.5625 311.625  525.1875 244.625  321.25   217.5625 321.5625
 484.6875 412.25   203.25   347.8125 293.5625 359.0625 237.3125 474.6875
 555.8125 178.6875 613.75   477.3125 455.5625 302.4375 438.6875 500.875
 486.     286.25   256.8125 544.5625]",-1347286817994662909,1745269428.011353,0,[1.74526941e+09],1408,1409,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.652    0.535248 0.535248 0.       0.       0.      ],0.1308925723718866,"[132.9375 518.9375 425.8125 869.3125 481.     479.5    518.5625 749.4375
 634.125  359.6875 327.75   513.4375 340.6875 325.0625 297.25   342.3125
 479.3125 446.125  235.4375 517.9375 367.125  503.125  333.6875 576.5
 640.75   224.5625 708.625  531.8125 454.5625 371.375  483.375  531.1875
 573.1875 364.875  301.125  641.3125]",-1347286817994662909,1745270026.8830082,0,[1.74527001e+09],1409,1410,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.652    0.535248 0.535248 0.       0.       0.      ],-0.0013103973206672552,"[501.4375 493.6875 443.8125 517.375  478.0625 475.9375 520.6875 731.25
 628.5625 381.8125 328.9375 517.5    291.6875 351.125  268.8125 403.1875
 491.5    448.9375 234.3125 509.625  348.5    394.5625 325.9375 578.
 644.5    216.625  665.9375 529.5625 461.875  373.5    478.1875 520.75
 590.375  339.     293.8125 632.375 ]",-1347286817994662909,1745270627.2727406,0,[1.74527061e+09],1410,1411,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[0.       0.535248 0.535248 0.       1.652    1.001112],0.0335927190370151,"[512.9375 451.75   467.0625 608.4375 470.375  514.625  542.375  812.375
 644.375  355.5625 334.1875 511.8125 155.1875 372.5625 333.     542.9375
 507.875  433.625  226.4375 592.625  326.3125 379.8125 315.9375 581.625
 635.125  220.375  663.     551.5625 468.5625 364.     492.5625 564.5625
 590.9375 347.25   295.5625 626.1875]",-1347286817994662909,1745271227.0207405,0,[1.74527121e+09],1411,1412,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
