steps,reward,config_id,time,state,area,action,seed,frame,environment.zone,experiment.update_freq,compatibility_mode,filepath,experiment.step_duration,environment,algorithm
16,0.1146660238111167,2876498078623731855,1744228621.8337042,[1.7442286e+09],"[ 102.5625  131.625   110.8125  105.75     96.9375  121.875   170.6875
  187.1875  211.125   230.8125  117.4375  229.3125  241.5     276.625
  400.4375  251.875   410.875   186.8125   62.25    128.4375  190.25
  103.      154.375   310.25    136.5     161.125   164.5     186.6875
 1189.125   337.375   181.25     85.5625  145.1875  225.9375  233.4375
  298.1875]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,15,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
17,0.029831997598558844,2876498078623731855,1744228682.351352,[1.74422866e+09],"[116.8125 142.875  115.5625 121.375   88.9375 134.0625 157.5    204.0625
 197.9375 236.8125 141.8125 191.3125 371.9375 248.875  394.5    212.9375
 422.5    166.3125  54.75   147.9375 213.125  207.875  141.1875 185.6875
 178.5    121.     311.6875 180.875  701.3125 350.1875 164.8125 156.125
 169.875  211.5    291.4375 162.125 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,16,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
18,0.019012098165667568,2876498078623731855,1744228742.4998786,[1.74422872e+09],"[109.9375 159.5625 124.0625 109.75    92.9375 131.9375 220.4375 219.0625
 214.4375 205.75   133.5625 186.9375 342.6875 213.25   560.25   262.875
 520.1875 142.1875  71.875  113.     185.8125 128.125  165.5    344.
 175.25   152.4375 122.9375 607.0625 493.5    330.1875 202.6875 110.3125
 123.8125 208.3125 243.375  290.    ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,17,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
19,-0.0886427619649153,2876498078623731855,1744228802.6660929,[1.74422878e+09],"[ 99.4375 153.4375 113.     123.4375  94.125  130.1875 189.375  169.8125
 215.0625 239.6875 120.1875 219.9375 215.3125 236.0625 434.375  228.375
 541.75   182.125   94.625  111.4375 160.875  101.3125 148.375  305.
 167.4375 135.5625 129.625  183.0625 962.875  400.5625 153.1875  99.6875
 108.1875 209.3125 222.625  317.6875]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,18,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
20,0.09527785119245322,2876498078623731855,1744228863.5505843,[1.74422884e+09],"[ 87.875  148.25   122.75   114.9375 102.8125 127.     176.75   199.6875
 195.875  248.75   135.     199.375  257.375  258.75   375.8125 235.875
 686.75   222.375   94.8125 112.875  209.5    126.5625 130.5    322.25
 128.875  142.0625 208.0625 579.3125 359.8125 306.     154.3125  97.125
 138.875  248.1875 258.25   391.    ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,19,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
21,-0.11551738752287198,2876498078623731855,1744228922.8885381,[1.7442289e+09],"[ 101.1875  125.1875  119.5625  116.75     92.4375  154.1875  205.5625
  119.625   182.5625  234.1875  143.25    204.6875  263.75    278.6875
  653.5625  262.125   510.9375  175.6875   68.75    129.625   259.0625
  196.      148.5     145.5625  145.6875  136.125   121.3125  175.5
  201.25   1193.4375  181.      108.0625  134.125   220.9375  209.0625
  178.5625]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,20,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
22,0.09404199824111453,2876498078623731855,1744228982.7964404,[1.74422896e+09],"[135.5625 149.25   116.25   130.75    92.1875 128.1875 166.375  109.3125
 217.625  203.9375 115.5    212.     334.75   243.1875 634.125  224.875
 665.8125 188.375   81.375  124.375  225.375   98.3125 136.4375 126.6875
 156.1875 156.6875 211.6875 634.125  490.8125 430.     168.8125 109.75
 147.625  205.4375 225.125  381.125 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,21,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
23,-0.033717411000629444,2876498078623731855,1744229043.2429478,[1.74422902e+09],"[108.0625 130.8125 121.     105.625   90.8125 137.0625 192.75   221.4375
 220.125  213.     145.4375 194.     191.8125 331.125  390.5625 298.0625
 431.75   159.875   80.     128.6875 290.75   125.5625 132.875  183.875
 146.5    152.25   144.8125 606.5    565.125  297.1875 202.125   84.5625
 113.0625 212.375  260.9375 138.25  ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,22,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
24,-0.004897584637786376,2876498078623731855,1744229103.2555437,[1.74422908e+09],"[112.5625 128.1875 115.25   124.5     76.125  139.125  160.1875 200.25
 218.     185.4375 164.125  218.5625 283.5    321.     326.4375 207.4375
 687.625  190.25    83.8125 124.1875 212.0625 157.1875 147.375  196.625
 164.9375 152.9375 117.8125 605.375  410.3125 201.5    148.1875 116.25
 148.125  269.125  434.3125 145.125 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,23,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
25,0.026301598234894558,2876498078623731855,1744229162.9430928,[1.74422914e+09],"[122.9375 159.4375 119.3125 106.5625  89.375  134.375  169.     203.1875
 187.     225.0625 126.75   209.375  267.4375 258.8125 536.9375 268.4375
 431.5    155.0625  91.1875 132.125  196.0625 192.5625 168.625  189.8125
 149.875  144.5    158.1875 544.3125 502.875  378.75   163.25   106.
 183.4375 265.625  234.875  142.3125]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,24,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
26,-0.03924812325753487,2876498078623731855,1744229222.8505678,[1.7442292e+09],"[  91.875   153.6875  115.1875  136.375    84.4375  128.25    171.625
  222.5625  179.9375  234.8125  124.75    197.4375  223.625   279.5625
  577.5625  259.125   556.25    192.5625   76.1875  115.375   260.375
  110.5625  156.6875  329.8125  175.0625  164.9375  134.3125  169.875
 1005.125   416.9375  165.625    95.6875  124.4375  186.1875  243.375
  145.8125]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,25,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
27,-0.041783164763477924,2876498078623731855,1744229282.4406471,[1.74422926e+09],"[120.6875 137.     120.625  118.5625  77.4375 130.4375 207.8125 234.
 206.0625 208.3125 135.1875 198.75   182.     239.25   212.6875 262.75
 642.5    150.3125  61.     129.625  197.4375 139.3125 152.6875 192.625
 184.25   144.6875 127.0625 178.75   982.375  440.25   157.8125 126.375
 180.375  206.     368.8125 150.875 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,26,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
28,-0.014758795420524955,2876498078623731855,1744229343.8473516,[1.74422932e+09],"[118.9375 141.0625 133.3125 105.0625  92.1875 137.0625 168.     244.3125
 184.4375 199.25   125.25   208.4375 197.375  250.3125 154.625  228.875
 576.625  164.      71.875  125.625  198.     195.375  148.0625 165.0625
 143.125  167.1875 158.3125 507.9375 472.375  513.5    155.5625 106.875
 133.375  198.5625 204.0625 173.875 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,27,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
29,0.07238885175129042,2876498078623731855,1744229404.1658537,[1.74422938e+09],"[105.9375 145.1875 131.9375 109.      73.0625 133.8125 209.5625 217.4375
 205.     200.625  120.0625 200.3125 240.     211.     510.75   232.8125
 473.125  172.6875  67.5625 141.5    211.125  304.125  159.25   171.
 179.25   140.1875 167.1875 206.875  703.3125 514.9375 215.25   110.5
 144.875  215.25   231.5    165.25  ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,28,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
30,-0.07407318132551023,2876498078623731855,1744229463.9023132,[1.74422944e+09],"[ 93.625  119.1875 114.125  117.8125 103.0625 136.4375 162.875  212.875
 213.625  192.125  139.6875 205.0625 203.9375 469.1875 212.625  224.1875
 585.4375 203.875   63.375  119.0625 176.25   121.25   139.375  186.5
 156.875  154.0625 195.1875 173.9375 919.875  499.75   142.0625 103.6875
 125.6875 201.     231.8125 231.8125]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,29,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
31,0.04803062882471008,2876498078623731855,1744229523.1360795,[1.7442295e+09],"[ 91.125  132.5    111.75   105.      87.     146.0625 166.0625 203.6875
 208.9375 224.375  139.25   220.3125 250.6875 224.25   390.6875 246.0625
 602.3125 171.1875 114.625  161.0625 218.625  111.4375 150.25   165.1875
 124.5    156.625  150.75   194.125  931.5    475.0625 158.0625 100.6875
 118.6875 223.3125 426.1875 167.125 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,30,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
32,0.0673993125558857,2876498078623731855,1744229583.2875164,[1.74422956e+09],"[114.5    130.125  108.0625 121.375   86.4375 141.9375 169.125  181.875
 211.     241.125  136.0625 238.75   219.25   286.4375 310.875  276.9375
 582.75   237.3125  82.     188.0625 217.875  123.125  164.5625 208.25
 158.0625 167.375  165.5    751.9375 360.5    529.5    170.      85.75
 110.6875 238.3125 333.1875 140.75  ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,31,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
33,-0.023301878429629375,2876498078623731855,1744229643.0125918,[1.74422962e+09],"[100.875  148.1875 107.625  113.8125  90.125  147.125  200.375  198.875
 202.3125 225.125  135.4375 212.8125 205.75   244.625  476.75   226.9375
 476.25   239.875  102.5625 133.125  204.4375 110.25   168.125  227.4375
 133.625  146.5    128.5625 594.625  509.1875 362.125  170.125  126.3125
 147.1875 189.75   230.1875 299.    ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,32,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
34,-0.044300294046732726,2876498078623731855,1744229702.9035168,[1.74422968e+09],"[112.25   119.3125 122.9375 137.75    93.4375 154.5625 167.125  198.4375
 205.6875 226.625  173.875  222.375  227.9375 241.125  493.0625 218.625
 731.1875 206.8125 111.5625 119.5    210.6875 243.8125 159.75   154.875
 163.1875 124.125  134.4375 176.5625 825.875  555.875  151.25   100.75
 109.625  180.125  248.875  246.625 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,33,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
35,0.04132496649050443,2876498078623731855,1744229762.7151763,[1.74422974e+09],"[ 86.3125 138.8125 114.6875 135.75    95.9375 135.625  144.3125 174.9375
 196.375  224.25   128.125  202.625  170.3125 223.875  344.4375 250.9375
 590.8125 218.      80.     109.75   218.5    116.875  156.75   174.6875
 138.875  185.6875 167.9375 538.     519.     496.6875 201.3125  78.0625
 159.375  187.75   263.3125 378.4375]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,34,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
36,-0.023990647799911034,2876498078623731855,1744229823.047447,[1.7442298e+09],"[125.3125 116.4375 103.0625 105.875   87.6875 149.5    187.875  179.375
 183.1875 224.4375 153.0625 262.8125 175.4375 446.375  176.     241.5
 662.8125 228.375  105.5625 129.     192.625  138.0625 164.0625 350.8125
 152.0625 125.0625 124.3125 604.5625 400.375  329.25   194.4375  90.875
 129.25   225.75   235.0625 138.625 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,35,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
37,0.03136130023311298,2876498078623731855,1744229882.5840552,[1.74422986e+09],"[105.9375 138.75   122.0625 101.625   84.1875 141.3125 198.6875 221.0625
 213.125  198.3125 165.3125 263.6875 162.5    224.75   540.9375 266.375
 556.0625 181.8125  60.3125 127.75   211.5625 229.     184.6875 178.6875
 163.0625 139.0625 148.0625 433.4375 505.1875 480.5625 153.5    121.1875
 121.375  224.9375 222.75   144.4375]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,36,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
38,-0.00897671627533265,2876498078623731855,1744229944.242804,[1.74422992e+09],"[102.9375 134.5625 110.25   112.9375  90.1875 136.6875 205.0625 199.4375
 207.3125 245.     165.9375 212.6875 220.25   429.25   192.     282.0625
 620.1875 261.1875  78.375  126.625  184.25   133.875  189.375  290.625
 147.75   150.5    115.625  505.25   562.125  326.3125 202.375   69.375
 132.1875 197.9375 224.5    146.5625]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,37,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
39,-0.004136431255044385,2876498078623731855,1744230003.822471,[1.74422998e+09],"[ 98.9375 116.     112.375  118.8125  88.     135.9375 202.125  171.5
 198.875  233.9375 143.875  205.     218.75   246.25   527.5    253.
 498.375  210.375   77.9375 119.8125 226.8125 248.3125 133.375  180.5
 161.5    137.8125 176.875  370.375  588.6875 583.1875 188.9375  93.4375
 158.9375 206.625  216.3125 139.1875]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,38,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
40,0.0477139831269258,2876498078623731855,1744230063.161355,[1.74423004e+09],"[100.75   134.125  123.0625 123.625   98.5    150.3125 182.     189.125
 219.875  216.0625 141.8125 239.1875 303.25   224.6875 345.0625 248.5625
 538.6875 230.      98.875  139.875  184.25   106.     169.6875 253.875
 171.625  144.5    124.5625 690.5625 380.125  386.25   189.125   87.125
 141.6875 231.1875 221.5625 339.25  ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,39,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
41,-0.05458968680723843,2876498078623731855,1744230124.0211627,[1.7442301e+09],"[117.1875 120.875  108.375  128.     100.25   124.125  172.625  133.25
 197.75   226.375  165.9375 205.5625 231.8125 519.75   215.1875 253.0625
 611.5625 214.9375  69.     163.6875 202.9375 591.1875 154.0625 185.125
 185.4375 127.75   156.5    184.4375 731.625  417.875  181.75   106.75
 116.375  205.0625 245.125  163.5   ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,40,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
42,-0.004339400030957457,2876498078623731855,1744230182.5884185,[1.74423016e+09],"[ 99.6875 123.75   112.9375 111.8125  95.4375 150.875  163.3125 209.6875
 219.125  238.125  147.25   232.75   195.9375 261.9375 527.3125 256.
 531.5    194.5625 100.25   163.3125 206.125  256.1875 152.9375 173.9375
 163.125  147.4375 257.3125 320.3125 508.3125 465.0625 135.5    104.5
 114.3125 158.875  180.375  126.    ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,41,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
43,0.0713956924807237,2876498078623731855,1744230244.2956703,[1.74423022e+09],"[103.25   121.875  119.3125 116.8125  91.375  129.5    146.5    193.75
 198.0625 197.6875 154.375  199.6875 227.375  248.6875 478.0625 255.25
 516.875  244.      96.9375 144.9375 200.5625 113.75   138.875  305.625
 154.5    144.5    379.875  316.625  372.6875 436.4375 178.9375 174.625
 128.3125 218.4375 145.5    395.6875]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,42,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
44,-0.054641765815621274,2876498078623731855,1744230303.9216402,[1.74423028e+09],"[110.4375 131.9375 123.125  124.6875  72.8125 125.5625 157.875  217.125
 198.8125 223.1875 166.6875 202.1875 184.5    288.4375 365.375  253.875
 679.6875 190.375   88.8125 139.4375 221.75   134.1875 144.25   221.75
 150.8125 160.125  165.1875 610.9375 354.4375 339.6875 158.6875  85.125
 122.75   197.4375 262.1875 254.6875]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,43,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
45,0.008210354518406215,2876498078623731855,1744230363.3167078,[1.74423034e+09],"[112.875  118.4375  98.875  130.5     95.0625 140.3125 202.625  204.8125
 195.75   245.8125 164.5625 228.5    176.8125 350.625  535.6875 239.625
 446.75   194.9375  70.9375 131.3125 182.3125 198.625  173.625  174.25
 144.875  141.4375 115.25   552.4375 353.625  267.875  137.5    116.3125
 153.0625 195.8125 225.5    654.0625]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,44,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
46,-0.013414927226148187,2876498078623731855,1744230423.796058,[1.7442304e+09],"[102.6875 138.5    112.125  128.125   86.625  136.5    171.8125 197.5
 209.1875 220.6875 138.5    209.5    231.5625 485.75   174.0625 242.25
 636.6875 214.4375  80.875  150.     192.1875 257.75   152.6875 322.0625
 135.6875 134.125  192.0625 453.125  464.5625 255.75   151.25    74.5625
 129.8125 250.25   209.375  176.25  ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,45,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
47,0.03512398732238821,2876498078623731855,1744230483.6851654,[1.74423046e+09],"[123.6875 118.     120.3125 123.875   89.5625 141.6875 255.375  217.5
 219.625  229.0625 177.9375 239.625  213.6875 231.875  569.6875 249.625
 390.375  226.8125  79.3125 122.1875 196.5625 213.9375 137.8125 315.4375
 151.3125 159.5    133.4375 183.4375 722.5    337.6875 204.      88.9375
 111.3125 214.625  241.625  258.5625]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,46,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
48,-0.03801695018499474,2876498078623731855,1744230543.6327455,[1.74423052e+09],"[  88.625   123.1875  123.75    110.5625   85.8125  135.0625  198.625
  235.6875  215.6875  214.8125  140.9375  231.      232.625   241.4375
  327.875   275.5     573.8125  179.1875   80.75    117.375   192.0625
  115.5625  150.875   350.5625  148.5625  163.3125  126.5625  182.125
 1025.5625  329.5     145.5     115.5625  124.6875  244.0625  237.3125
  279.9375]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,47,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
49,0.041284532759895624,2876498078623731855,1744230603.7577949,[1.74423058e+09],"[119.125  130.25   110.9375 120.0625 101.     136.4375 167.5    206.125
 190.1875 202.1875 133.875  220.875  200.375  193.     416.8125 255.625
 529.25   196.     102.1875 150.3125 239.4375 247.0625 156.875  336.5625
 142.25   142.875  168.6875 437.25   376.125  336.0625 161.5625 123.5625
 124.125  176.125  204.75   400.3125]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,48,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
50,-0.009583509200439565,2876498078623731855,1744230663.4069667,[1.74423064e+09],"[125.     164.125  119.0625 109.4375  75.875  133.1875 151.5    186.375
 214.625  222.1875 150.3125 203.625  193.     232.875  476.625  246.8125
 557.9375 201.0625  77.8125 124.6875 199.0625 419.5    169.875  319.875
 154.0625 152.5625 144.0625 532.625  402.8125 260.0625 200.75    95.
 139.1875 187.375  221.8125 167.0625]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,49,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
51,-0.04104977935176018,2876498078623731855,1744230722.6991699,[1.7442307e+09],"[ 92.875  122.5    115.4375 131.25    96.375  132.75   207.625  190.1875
 201.25   213.3125 157.6875 225.0625 248.6875 229.5625 458.875  282.6875
 522.875  221.25   114.5    122.625  197.3125 160.4375 157.625  165.1875
 131.3125 152.5625 129.75   460.5625 374.9375 466.5625 132.875  102.25
 136.8125 204.     184.625  241.    ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,50,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
52,0.02040021529184735,2876498078623731855,1744230782.197083,[1.74423076e+09],"[117.125  155.75   104.6875 109.4375  86.5625 148.625  196.     180.125
 190.625  208.3125 153.6875 227.75   199.     237.0625 538.5625 236.8125
 428.3125 221.625   80.5625 141.1875 190.3125 237.9375 164.875  184.6875
 127.125  169.125  136.6875 416.75   589.5625 391.6875 139.5    113.
 151.0625 211.75   303.75   141.6875]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,51,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
53,-0.016551822776503942,2876498078623731855,1744230842.714188,[1.74423082e+09],"[111.6875 136.5    120.1875 113.     100.75   128.375  193.1875 217.1875
 209.625  193.4375 144.875  243.625  165.5    264.125  478.3125 234.625
 468.0625 182.125  103.875  125.75   206.0625 240.625  144.375  373.5
 152.6875 130.6875 129.     179.5    813.1875 289.125  169.9375 108.0625
 133.75   215.6875 226.8125 299.875 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,52,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
54,0.001816731961554037,2876498078623731855,1744230902.9881933,[1.74423088e+09],"[ 95.8125 127.1875 106.75   134.75    93.875  131.5625 202.375  189.5625
 183.125  204.6875 153.375  214.8125 193.0625 239.625  495.875  260.6875
 671.6875 203.8125  91.875  126.     215.8125 240.25   147.375  389.3125
 140.875  129.125  181.125  196.25   642.5    340.3125 162.625   95.375
 125.75   223.75   192.8125 232.25  ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,53,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
55,0.016663849391010115,2876498078623731855,1744230963.8799984,[1.74423094e+09],"[125.4375 141.3125 116.1875 126.375   87.9375 149.5625 156.9375 187.75
 211.4375 213.9375 154.875  238.9375 171.625  402.4375 185.6875 266.6875
 290.625  361.625   65.1875 146.125  212.1875 215.75   166.3125 178.1875
 154.5625 132.1875 117.     489.6875 550.8125 476.9375 172.0625  84.75
 122.5    217.1875 202.5625 267.625 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,54,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
56,-0.050664797637519764,2876498078623731855,1744231023.034147,[1.744231e+09],"[113.625  123.9375 111.     119.1875  91.6875 155.3125 154.75   154.5
 184.125  206.3125 140.8125 217.5625 197.1875 214.875  409.5625 270.625
 481.9375 364.6875  82.4375 118.5    192.375  112.9375 162.5625 197.25
 137.125  139.6875 132.375  181.375  904.875  524.6875 145.125   92.6875
 142.125  211.1875 220.8125 314.875 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,55,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
57,0.036875851561198485,2876498078623731855,1744231083.2301176,[1.74423106e+09],"[120.5625 147.75   107.4375 119.1875  81.4375 125.     162.875  202.6875
 188.8125 219.375  132.6875 193.125  169.75   254.25   530.4375 242.0625
 691.5    190.625   88.875  154.     214.25   223.4375 151.5625 338.875
 157.9375 142.3125 128.875  494.3125 481.0625 309.375  158.5625  84.4375
 130.6875 223.     246.0625 166.9375]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,56,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
58,-0.028962985672858724,2876498078623731855,1744231143.6544285,[1.74423112e+09],"[114.5625 127.     117.1875 116.3125 101.6875 134.0625 201.25   179.0625
 201.4375 213.3125 153.3125 223.125  170.     266.125  363.125  267.1875
 564.5625 215.3125  95.75   136.5625 193.875  121.9375 154.6875 159.125
 159.5    148.375  141.125  578.875  534.4375 541.625  187.125   90.8125
 121.9375 187.9375 249.125  156.625 ]",[0.26865 0.51435 0.2187  0.      0.2241  0.40905],0,57,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
59,0.03490059958175498,2876498078623731855,1744231203.3306015,[1.74423118e+09],"[105.5625 132.8125 110.3125 134.1875  97.125  140.4375 159.3125 210.4375
 215.75   240.1875 150.625  190.875  178.75   406.4375 209.     274.375
 447.1875 201.75   110.625  149.375  160.375  147.625  150.625  241.3125
 139.5625 132.5     96.0625 586.5    466.4375 342.375  163.0625  80.75
 102.0625 200.5625 274.0625 379.25  ]",[0.18487104 0.35394908 0.15049804 0.         0.15421404 0.28148707],0,58,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
60,-0.04462905492684105,2876498078623731855,1744231263.5924976,[1.74423124e+09],"[ 98.4375 102.9375 117.25   124.5625  94.8125 147.0625 151.9375 183.
 192.5625 224.4375 154.9375 238.6875 180.1875 250.3125 371.1875 336.8125
 553.4375 240.9375  83.25   101.8125 191.4375 133.8125 185.125  250.125
 106.375  140.375  170.     592.125  505.25   262.875  162.25    86.5625
 105.0625 206.25   196.4375 159.125 ]",[0.14279392 0.27338936 0.11624429 0.         0.11911452 0.21741988],0,59,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
61,-0.21078577267652016,2876498078623731855,1744231324.7176402,[1.7442313e+09],"[123.3125 142.9375 123.0625 137.4375  97.75   100.5    202.1875 128.5625
 161.25   158.5    111.875  175.8125 182.5625 171.375  124.4375 206.25
 236.4375 127.      96.125  151.25   118.8125 123.0625 135.9375 197.
 143.6875 147.5625 138.9375 251.625  189.     143.3125 175.5     97.0625
 125.     109.5    151.125  142.25  ]",[0.14491441 0.2774492  0.11797052 0.         0.12088338 0.22064857],0,60,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
62,0.13646400518965662,2876498078623731855,1744231386.4701564,[1.74423136e+09],"[159.875  146.     100.5    115.125  100.25   152.375  207.     140.3125
 156.9375 165.4375 122.0625 162.0625 160.5    191.     133.25   188.25
 200.5625 205.25   158.6875 181.375  143.8125 259.0625 108.1875 176.75
 165.1875 152.625  201.0625 302.     348.3125 178.6875 179.125  118.9375
 174.0625 198.9375 214.1875 134.5625]",[0.14712162 0.28167507 0.11976735 0.         0.12272457 0.22400931],0,61,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
63,0.05332290067088047,2876498078623731855,1744231450.7601016,[1.74423142e+09],"[107.25   169.0625 120.4375 130.25   139.0625 136.25   188.0625 167.625
 127.25   178.8125 123.625  160.1875 212.875  190.3125 122.8125 204.5
 252.875  193.3125  69.4375 151.3125 141.3125 225.3125 213.9375 166.6875
 177.5625 178.8125 194.     405.1875 252.     313.125  193.6875 136.75
 140.3125 210.4375 206.375  307.875 ]",[0.1493101  0.28586507 0.12154893 0.         0.12455013 0.22734151],0,62,1,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet1
