steps,reward,config_id,time,state,area,action,seed,frame,environment.zone,experiment.update_freq,compatibility_mode,filepath,experiment.step_duration,environment,algorithm
81,-0.048708384817025996,3108156734688364896,1744232516.130327,[1.74423249e+09],"[329.375  152.9375 101.75   185.25    71.125  110.6875 111.4375 157.5
 172.75   140.5    159.625  243.     427.375  183.0625 178.625  201.5
 108.875  229.625  115.5625 170.1875 185.25   220.5    180.5625 139.1875
 217.4375  94.4375 223.625  163.375  113.625  116.75   130.3125 144.375
 101.9375 123.5625 198.875  152.0625]",[0.18710865 0.35823314 0.1523196  0.         0.15608058 0.28489407],0,80,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
82,0.05805835762559158,3108156734688364896,1744232575.3530047,[1.74423255e+09],"[294.125  147.125   98.8125 217.4375 109.75   107.375  131.8125 165.6875
 140.875  124.     135.6875 209.875  286.3125 178.5625 159.625  365.5625
 285.375  259.9375 186.9375 146.5625 227.8125 246.625  224.5625 139.25
 204.875  120.3125 243.3125 117.6875 100.6875 101.     172.6875 119.125
 104.0625  95.625  219.5625 163.4375]",[0.18922914 0.36229297 0.15404583 0.         0.15784943 0.28812276],0,81,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
83,-0.02312348700951002,3108156734688364896,1744232636.4240496,[1.74423261e+09],"[309.5    181.1875 100.4375 188.625   95.5625  98.4375 144.125  191.9375
 174.125  113.75   111.5625 174.     289.625  187.625  172.5    184.1875
 196.5    257.3125 150.1875 171.875  224.1875 223.3125 293.3125 177.6875
 187.3125 104.75   221.375  150.75   117.625  101.9375 153.1875 138.625
 104.4375 104.     223.5625 143.5625]",[0.19134963 0.36635281 0.15577206 0.         0.15961828 0.29135145],0,82,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
84,-0.032510801609979385,3108156734688364896,1744232697.486982,[1.74423267e+09],"[328.25   183.     173.875  196.75    71.5625  97.6875 143.4375 168.1875
 157.75   123.4375 169.8125 204.625  287.25   184.125  158.8125 168.8125
 129.0625 119.0625 186.125  160.9375 194.0625 221.375  217.625  143.125
 189.875   94.5    212.9375 137.1875 113.4375 101.125  154.5    136.1875
 123.4375  94.1875 236.0625 117.5625]",[0.19347012 0.37041265 0.15749829 0.         0.16138714 0.29458014],0,83,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
85,0.05905464634724927,3108156734688364896,1744232756.2202687,[1.74423273e+09],"[309.4375 176.875  127.4375 215.25    80.125   93.1875 175.4375 176.1875
 164.625  134.25   107.9375 189.625  271.4375 175.4375 145.375  160.5
 120.8125 248.8125 166.3125 148.75   226.6875 481.     445.     153.875
 186.3125 104.9375 294.5625 173.6875 138.25   120.6875 125.6875 146.4375
 135.75   114.75   275.6875 145.875 ]",[0.19559061 0.37447248 0.15922452 0.         0.16315599 0.29780883],0,84,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
86,-0.07319446127933153,3108156734688364896,1744232816.4646385,[1.74423279e+09],"[293.3125 175.5625 103.5625 200.5625  68.875   93.1875 158.125  179.125
 162.4375 120.375  119.875  177.     237.875  204.9375 175.     196.375
 102.9375  96.4375 178.125  154.5625 188.4375 287.3125 176.375  125.0625
 196.3125  97.75   214.625  155.5625 141.0625 146.125  144.25   152.8125
 121.6875 101.3125 254.5625 133.875 ]",[0.19771111 0.37853232 0.16095075 0.         0.16492484 0.30103751],0,85,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
87,0.017728794622745212,3108156734688364896,1744232875.8184497,[1.74423285e+09],"[293.1875 171.5     98.3125 165.6875  72.0625 107.1875 146.6875 154.9375
 170.5    122.625  179.     191.625  284.25   184.125  159.875  181.75
  88.25   116.75   146.5625 143.625  229.5    353.5    252.5625 147.5
 191.625   98.625  205.6875 155.875  156.75    97.75   178.75   135.375
 121.     123.875  263.8125 145.3125]",[0.1998316  0.38259215 0.16267698 0.         0.16669369 0.3042662 ],0,86,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
88,-0.013864010565851173,3108156734688364896,1744232935.8731647,[1.74423291e+09],"[308.9375 177.4375 101.6875 204.      64.6875 107.0625 145.5    182.1875
 126.375  125.4375 119.5625 188.0625 198.625  211.3125 170.125  181.0625
 152.0625 104.6875 214.0625 166.     199.3125 226.6875 198.1875 124.6875
 176.8125 103.3125 278.9375 147.1875 133.625  122.125  148.3125 145.4375
 106.0625 130.4375 241.875  122.0625]",[0.20195209 0.38665199 0.16440321 0.         0.16846255 0.30749489],0,87,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
89,0.017633203816624407,3108156734688364896,1744232996.4786649,[1.74423297e+09],"[295.0625 180.8125 145.0625 190.125   92.9375 121.3125 152.125  156.
 148.375  129.625   96.1875 215.8125 245.4375 190.625  156.875  181.
 119.5     89.1875 195.75   175.875  218.3125 205.8125 172.3125 149.0625
 227.8125 108.0625 243.5625 159.4375 142.6875  93.75   175.1875 125.5
  87.4375 118.8125 211.1875 160.375 ]",[0.20407258 0.39071183 0.16612944 0.         0.1702314  0.31072358],0,88,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
90,0.025994312620052182,3108156734688364896,1744233057.1932428,[1.74423303e+09],"[275.9375 176.5    141.4375 213.9375  77.3125 110.5625 140.6875 182.375
 145.5625 130.75   146.3125 204.875  405.5625 193.1875 195.875  187.875
 159.375  129.3125 186.625  164.6875 211.6875 295.3125 200.125  146.375
 224.6875 113.0625 257.5625 151.75   157.6875 100.3125 131.5625 141.5
 109.5    111.     221.     100.    ]",[0.20619307 0.39477166 0.16785567 0.         0.17200025 0.31395227],0,89,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
91,-0.019215404588342557,3108156734688364896,1744233116.3488905,[1.74423309e+09],"[279.875  184.375  109.3125 207.25    55.3125  94.5    134.125  168.4375
 180.5    100.875  159.4375 190.875  294.     216.6875 175.75   172.8125
 113.875  269.0625 160.4375 155.125  222.5    220.8125 176.3125 127.
 191.     128.5    245.1875 163.0625 114.0625 104.625  126.875  154.625
 125.75   127.     221.3125  97.8125]",[0.20831357 0.3988315  0.1695819  0.         0.1737691  0.31718096],0,90,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
92,-0.015788467597063257,3108156734688364896,1744233175.4522135,[1.74423315e+09],"[307.4375 164.4375 100.75   206.      83.25   113.875  148.625  210.8125
 101.6875 152.75   118.5    192.4375 245.875  229.4375 166.1875 176.
 135.9375 212.0625 160.9375 142.6875 192.25   222.3125 437.3125 154.0625
 168.6875  90.5    234.1875 155.5    104.8125 105.6875 166.75   129.75
 109.8125 130.9375 187.375  102.8125]",[0.21043406 0.40289134 0.17130813 0.         0.17553796 0.32040964],0,91,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
93,0.02495672630060713,3108156734688364896,1744233236.9564512,[1.74423321e+09],"[322.0625 202.1875 121.6875 179.6875  69.9375  96.     152.4375 192.3125
 170.1875 131.125  148.3125 175.25   206.25   184.     161.4375 150.25
 193.125  118.6875 175.3125 172.6875 230.25   289.0625 170.8125 139.5625
 242.8125 111.0625 231.625  191.5625 153.1875 101.4375 141.75   139.0625
 142.375  100.9375 195.125  124.5   ]",[0.21255455 0.40695117 0.17303436 0.         0.17730681 0.32363833],0,92,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
94,-0.04674509531030651,3108156734688364896,1744233296.7981558,[1.74423327e+09],"[303.5    144.125  141.625  196.0625  90.3125 109.375  141.8125 173.375
 137.5    138.8125 155.5    179.375  260.375  207.5    147.     190.5
 140.25   123.25   170.3125 165.75   220.375  329.5625 182.875  127.9375
 172.75    95.4375 238.25   143.25   118.875   89.5    132.5    128.9375
 121.9375 113.1875 201.75   148.125 ]",[0.21467504 0.41101101 0.17476059 0.         0.17907566 0.32686702],0,93,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
95,-0.008194496018544958,3108156734688364896,1744233357.2591088,[1.74423333e+09],"[314.     164.5    128.375  204.625   65.75   114.3125 142.5    158.375
 153.375  129.25   176.875  180.875  284.9375 216.8125 183.125  153.0625
 169.0625 112.0625 173.25   128.1875 187.875  224.4375 154.375  145.875
 193.125   85.5625 205.1875 148.1875 131.875  121.     127.     118.375
  98.3125 103.8125 219.0625 108.125 ]",[0.21679553 0.41507084 0.17648682 0.         0.18084451 0.33009571],0,94,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
96,0.012451941864917966,3108156734688364896,1744233417.0283675,[1.74423339e+09],"[290.5    174.25   113.1875 188.1875  78.6875 105.0625 133.875  158.3125
 148.1875 116.9375 156.875  170.1875 272.0625 162.1875 164.25   150.6875
 226.0625 102.8125 161.875  136.125  233.5625 268.3125 200.75   163.125
 190.0625 128.875  240.375  139.375   98.375  100.125  130.375  128.4375
 114.9375 126.75   212.5625 148.8125]",[0.21891602 0.41913068 0.17821304 0.         0.18261337 0.3333244 ],0,95,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
97,-0.004243264963217533,3108156734688364896,1744233476.085003,[1.74423345e+09],"[313.1875 202.875  106.1875 189.9375 101.6875  94.3125 137.6875 187.875
 129.4375 162.1875 122.8125 183.375  266.125  162.1875 162.6875 154.5625
 125.875  251.625  213.9375 152.     213.875  320.875  199.4375 125.1875
 178.5625  67.5625 229.4375 155.9375 124.0625  80.0625 127.375  123.125
  95.3125 115.25   177.1875 100.5625]",[0.22103652 0.42319051 0.17993927 0.         0.18438222 0.33655309],0,96,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
98,0.002688084548674592,3108156734688364896,1744233536.835205,[1.74423351e+09],"[280.375  188.9375 101.5625 191.9375  73.5625 114.8125 145.5625 162.125
 127.875  104.9375 157.25   197.3125 306.9375 206.6875 165.375  171.875
 237.5     74.875  158.0625 174.1875 204.25   224.     165.4375 154.5625
 212.125  138.875  175.375  166.875  100.4375 101.375  131.     148.6875
  91.75    82.125  215.      94.5625]",[0.22315701 0.42725035 0.1816655  0.         0.18615107 0.33978177],0,97,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
99,0.006929756031558351,3108156734688364896,1744233597.1586936,[1.74423357e+09],"[306.125  192.3125 119.375  210.3125  71.9375  94.25   152.9375 181.625
 125.1875 123.5625 114.8125 228.25   317.1875 181.6875 167.875  178.5
 141.875  129.9375 166.5625 150.4375 242.8125 266.25   163.125  112.25
 209.125   95.8125 222.     129.9375 110.9375 118.375  155.125  134.1875
 107.9375 115.5    259.5    128.875 ]",[0.2252775  0.43131019 0.18339173 0.         0.18791992 0.34301046],0,98,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
100,0.015589425967010165,3108156734688364896,1744233656.7133708,[1.74423363e+09],"[293.125  169.9375 106.75   208.625   93.375  118.5625 161.75   169.625
 149.875  141.1875 120.375  202.0625 383.1875 183.6875 150.6875 161.1875
 257.375  106.75   187.5625 166.625  216.6875 263.     209.6875 158.9375
 188.8125 108.3125 218.25   130.625  105.9375 133.8125 120.     115.8125
 108.125  108.9375 225.9375 141.0625]",[0.22739799 0.43537002 0.18511796 0.         0.18968878 0.34623915],0,99,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
101,9.772236275113646e-05,3108156734688364896,1744233716.0967588,[1.74423369e+09],"[278.25   197.1875 103.5    209.375   83.25    94.5    154.9375 191.125
 116.6875 126.25   153.125  185.1875 394.875  212.6875 285.1875 165.625
 180.25   143.4375 145.875  152.1875 201.4375 235.25   186.1875 143.625
 209.25   116.5625 201.5625 144.6875 125.625  103.1875 132.625  141.3125
 107.     131.375  176.375  125.625 ]",[0.22951848 0.43942986 0.18684419 0.         0.19145763 0.34946784],0,100,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
102,0.027344783694236294,3108156734688364896,1744233776.9322412,[1.74423375e+09],"[312.1875 178.1875 130.9375 220.5625  79.1875 103.375  132.5625 155.875
 178.3125 130.125  133.1875 195.875  265.6875 207.875  164.3125 181.0625
 197.8125 111.3125 166.1875 177.125  200.8125 217.1875 209.375  127.5
 213.     100.6875 244.75   175.25   122.625   81.4375 152.8125 133.9375
 123.5    109.0625 257.875  154.9375]",[0.23163897 0.4434897  0.18857042 0.         0.19322648 0.35269653],0,101,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
103,-0.08893899852378516,3108156734688364896,1744233836.2119849,[1.74423381e+09],"[311.4375 197.125   80.5625 173.9375  76.625   96.1875 128.75   162.1875
 101.     131.875   90.9375 176.     272.125  188.1875 160.6875 151.75
 173.625  106.875  246.9375 154.     205.75   217.75   176.6875 145.1875
 195.     105.375  192.875  136.875  143.625  142.8125 116.4375 123.75
 100.875  103.875  203.5    110.875 ]",[0.23375947 0.44754953 0.19029665 0.         0.19499533 0.35592522],0,102,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
104,0.05840470564077623,3108156734688364896,1744233896.4736388,[1.74423387e+09],"[323.6875 155.6875 142.9375 213.25    84.75    89.6875 144.1875 201.8125
 121.6875 149.875  113.5625 164.     295.3125 178.9375 165.8125 191.6875
 113.1875 376.875  147.4375 174.875  214.25   274.8125 169.     147.6875
 183.375  101.75   243.5    132.3125 152.375  104.9375 119.6875 139.25
 121.9375  99.8125 207.5625 147.9375]",[0.23587996 0.45160937 0.19202288 0.         0.19676419 0.35915391],0,103,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
105,0.036855016998572195,3108156734688364896,1744233957.2488286,[1.74423393e+09],"[308.0625 176.4375  93.5    200.6875  78.375  102.5625 128.     154.0625
 147.4375 147.5    182.5625 198.6875 266.0625 175.125  176.5625 322.75
 196.3125 226.875  134.875  125.3125 204.875  270.125  192.625  107.5
 203.125  122.1875 245.0625 145.1875 109.      93.0625 143.3125 134.1875
 123.6875 119.125  231.5625 178.4375]",[0.23800045 0.4556692  0.19374911 0.         0.19853304 0.36238259],0,104,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
106,-0.06599419476489894,3108156734688364896,1744234017.167884,[1.74423399e+09],"[307.1875 157.75   126.625  197.25    93.     111.375  153.1875 206.25
 159.1875 123.6875 120.75   193.4375 295.5625 185.125  175.4375 190.9375
  92.0625 112.4375 156.9375 116.9375 195.9375 256.1875 338.375  130.9375
 177.625   81.25   212.5    137.875  126.875  107.75   171.625  133.
 130.8125  92.1875 184.875  137.375 ]",[0.24012094 0.45972904 0.19547534 0.         0.20030189 0.36561128],0,105,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
107,0.07857265387404737,3108156734688364896,1744234075.6334066,[1.74423405e+09],"[318.1875 164.4375 122.1875 208.8125  75.625  100.6875 148.8125 170.75
 151.375  129.0625 209.4375 198.625  266.5    228.3125 152.375  176.4375
 221.375  297.75   161.875  127.8125 216.25   502.9375 212.75   106.0625
 201.25    94.25   266.     151.25   101.625  117.     168.3125 126.5
 114.1875  95.25   197.5625 138.5625]",[0.24224143 0.46378887 0.19720157 0.         0.20207074 0.36883997],0,106,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
108,-0.02852547525400258,3108156734688364896,1744234136.5184503,[1.74423411e+09],"[320.125  218.9375 101.375  220.0625  78.3125 111.625  167.75   193.5625
 135.9375 120.625  117.125  168.1875 265.5    195.8125 177.3125 163.8125
 262.5625 105.6875 137.375  151.875  234.5    332.6875 210.5    150.1875
 200.6875  96.375  203.75   131.4375 132.5     78.75   136.75   158.625
 114.0625 100.8125 238.5    158.5625]",[0.24436193 0.46784871 0.1989278  0.         0.2038396  0.37206866],0,107,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
109,0.008004658824797157,3108156734688364896,1744234196.5920367,[1.74423417e+09],"[330.5    179.125   93.4375 225.125   71.4375 112.8125 163.8125 163.8125
 174.3125 122.375  152.375  185.8125 332.125  188.     178.25   153.9375
 193.0625 183.25   168.625  117.75   217.5625 355.75   167.625  168.25
 202.75   109.0625 237.0625 162.8125 126.5625 110.     168.8125 171.
 106.4375  97.6875 179.0625 147.8125]",[0.24648242 0.47190855 0.20065403 0.         0.20560845 0.37529735],0,108,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
110,0.008197567461261901,3108156734688364896,1744234255.2150133,[1.74423423e+09],"[297.6875 188.5625 111.25   215.3125 126.1875 116.5    156.     165.1875
 131.1875 121.75   176.375  184.25   260.125  190.75   160.125  150.5
 265.9375 306.8125 142.5625 114.75   201.875  249.     210.125  154.375
 215.9375  98.6875 255.     134.1875 102.1875  89.75   121.     167.875
 102.5    110.3125 219.125  141.5   ]",[0.24860291 0.47596839 0.20238026 0.         0.2073773  0.37852604],0,109,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
111,-0.01762924116371976,3108156734688364896,1744234314.5865083,[1.74423429e+09],"[303.625  192.3125 106.4375 211.625   83.0625  99.625  140.1875 162.4375
 138.     108.1875 228.     205.125  267.4375 201.75   176.125  195.25
  86.3125 386.625  163.625  126.25   184.625  215.4375 168.875  103.75
 202.375  105.     250.875  134.75   110.9375 104.5    153.5    170.25
 119.4375 109.75   229.125  186.75  ]",[0.2507234  0.48002822 0.20410649 0.         0.20914615 0.38175473],0,110,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
112,0.023333930758916228,3108156734688364896,1744234375.4103653,[1.74423435e+09],"[302.9375 188.75   137.     206.1875  89.75   120.625  150.1875 175.25
 158.5625 128.     170.3125 207.125  275.375  164.8125 141.0625 182.9375
 165.875  294.8125 204.9375 168.3125 204.3125 233.25   214.1875 118.
 208.625  107.8125 229.0625 152.3125 115.75   107.625  128.6875 130.4375
 119.6875 113.4375 205.0625 162.    ]",[0.25284389 0.48408806 0.20583272 0.         0.21091501 0.38498342],0,111,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
113,-0.03331143989551948,3108156734688364896,1744234435.8608706,[1.74423441e+09],"[311.3125 163.625  134.75   242.9375  79.3125 105.3125 134.5    169.25
 125.     105.125  112.8125 208.3125 310.375  168.4375 143.125  203.8125
 236.5    223.125  138.875  179.75   207.125  296.9375 174.625  112.1875
 202.3125 101.4375 210.8125 125.1875 122.25    94.1875 161.4375 195.1875
 113.125  114.75   191.     128.25  ]",[0.25496439 0.48814789 0.20755895 0.         0.21268386 0.3882121 ],0,112,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
114,-0.025826198357724924,3108156734688364896,1744234495.09672,[1.74423447e+09],"[305.8125 188.5     96.625  218.6875  76.875   99.9375 151.75   142.375
 147.6875 111.9375 106.9375 189.5    254.5625 177.4375 174.4375 172.3125
 116.1875 119.0625 219.375  131.5625 207.3125 276.3125 604.9375 129.875
 225.4375  90.5625 272.125  131.6875  97.5     94.625  155.5    132.3125
 115.3125 110.6875 224.75   137.9375]",[0.25708488 0.49220773 0.20928518 0.         0.21445271 0.39144079],0,113,2,1,0,experiments/online/E6/P2/plant_reaction_test.xlsx,60,P2,Spreadsheet2
